state,county,fipscode,fipscode2,office,district,total.votes,party,candidate,votes,state_county,result
VA,Richmond City,51760.0,5176000000.0,US Senate,statewide,89273,Republican,Corey A. Stewart,11962,VA Richmond City,0.13399348067164765
VA,Richmond City,51760.0,5176000000.0,US Senate,statewide,89273,Democrat,Timothy M. Kaine,75485,VA Richmond City,0.8455524066627088
VA,Roanoke,51161.0,5116100000.0,US Senate,statewide,41966,Republican,Corey A. Stewart,24194,VA Roanoke,0.5765143211170948
VA,Roanoke,51161.0,5116100000.0,US Senate,statewide,41966,Democrat,Timothy M. Kaine,17012,VA Roanoke,0.405375780393652
VA,Roanoke City,51770.0,5177000000.0,US Senate,statewide,31282,Republican,Corey A. Stewart,10509,VA Roanoke City,0.33594399335080877
VA,Roanoke City,51770.0,5177000000.0,US Senate,statewide,31282,Democrat,Timothy M. Kaine,20149,VA Roanoke City,0.6441084329646442
VA,Rockbridge,51163.0,5116300000.0,US Senate,statewide,9349,Republican,Corey A. Stewart,5622,VA Rockbridge,0.60134773772596
VA,Rockbridge,51163.0,5116300000.0,US Senate,statewide,9349,Democrat,Timothy M. Kaine,3584,VA Rockbridge,0.38335650871750987
VA,Rockingham,51165.0,5116500000.0,US Senate,statewide,31645,Republican,Corey A. Stewart,21151,VA Rockingham,0.6683836309053564
VA,Rockingham,51165.0,5116500000.0,US Senate,statewide,31645,Democrat,Timothy M. Kaine,9811,VA Rockingham,0.31003318059725077
VA,Russell,51167.0,5116700000.0,US Senate,statewide,8951,Republican,Corey A. Stewart,6379,VA Russell,0.7126578035973634
VA,Russell,51167.0,5116700000.0,US Senate,statewide,8951,Democrat,Timothy M. Kaine,2471,VA Russell,0.2760585409451458
VA,Salem,51775.0,5177500000.0,US Senate,statewide,9883,Republican,Corey A. Stewart,5571,VA Salem,0.5636952342406152
VA,Salem,51775.0,5177500000.0,US Senate,statewide,9883,Democrat,Timothy M. Kaine,4116,VA Salem,0.41647273095214005
VA,Scott,51169.0,5116900000.0,US Senate,statewide,7522,Republican,Corey A. Stewart,5824,VA Scott,0.7742621643180005
VA,Scott,51169.0,5116900000.0,US Senate,statewide,7522,Democrat,Timothy M. Kaine,1627,VA Scott,0.21629885668705132
VA,Shenandoah,51171.0,5117100000.0,US Senate,statewide,16483,Republican,Corey A. Stewart,10836,VA Shenandoah,0.6574045986774252
VA,Shenandoah,51171.0,5117100000.0,US Senate,statewide,16483,Democrat,Timothy M. Kaine,5362,VA Shenandoah,0.32530485955226596
VA,Smyth,51173.0,5117300000.0,US Senate,statewide,9668,Republican,Corey A. Stewart,6864,VA Smyth,0.7099710384774514
VA,Smyth,51173.0,5117300000.0,US Senate,statewide,9668,Democrat,Timothy M. Kaine,2683,VA Smyth,0.2775134464211833
VA,Southampton,51175.0,5117500000.0,US Senate,statewide,6989,Republican,Corey A. Stewart,3869,VA Southampton,0.5535842037487481
VA,Southampton,51175.0,5117500000.0,US Senate,statewide,6989,Democrat,Timothy M. Kaine,3047,VA Southampton,0.4359708112748605
VA,Spotsylvania,51177.0,5117700000.0,US Senate,statewide,51974,Republican,Corey A. Stewart,26466,VA Spotsylvania,0.5092161465348058
VA,Spotsylvania,51177.0,5117700000.0,US Senate,statewide,51974,Democrat,Timothy M. Kaine,24554,VA Spotsylvania,0.47242852195328433
VA,Stafford,51179.0,5117900000.0,US Senate,statewide,56049,Republican,Corey A. Stewart,26368,VA Stafford,0.47044550304198113
VA,Stafford,51179.0,5117900000.0,US Senate,statewide,56049,Democrat,Timothy M. Kaine,28536,VA Stafford,0.5091259433709789
VA,Staunton,51790.0,5179000000.0,US Senate,statewide,9599,Republican,Corey A. Stewart,3937,VA Staunton,0.41014689030107304
VA,Staunton,51790.0,5179000000.0,US Senate,statewide,9599,Democrat,Timothy M. Kaine,5417,VA Staunton,0.5643296176685071
VA,Suffolk,51800.0,5180000000.0,US Senate,statewide,35292,Republican,Corey A. Stewart,13397,VA Suffolk,0.37960444293324264
VA,Suffolk,51800.0,5180000000.0,US Senate,statewide,35292,Democrat,Timothy M. Kaine,21397,VA Suffolk,0.6062847104159583
VA,Surry,51181.0,5118100000.0,US Senate,statewide,3475,Republican,Corey A. Stewart,1436,VA Surry,0.4132374100719424
VA,Surry,51181.0,5118100000.0,US Senate,statewide,3475,Democrat,Timothy M. Kaine,1997,VA Surry,0.5746762589928057
VA,Sussex,51183.0,5118300000.0,US Senate,statewide,3888,Republican,Corey A. Stewart,1598,VA Sussex,0.41100823045267487
VA,Sussex,51183.0,5118300000.0,US Senate,statewide,3888,Democrat,Timothy M. Kaine,2258,VA Sussex,0.5807613168724279
VA,Tazewell,51185.0,5118500000.0,US Senate,statewide,13371,Republican,Corey A. Stewart,10428,VA Tazewell,0.7798967915638322
VA,Tazewell,51185.0,5118500000.0,US Senate,statewide,13371,Democrat,Timothy M. Kaine,2809,VA Tazewell,0.2100815197068282
VA,Virginia Beach,51810.0,5181000000.0,US Senate,statewide,169415,Republican,Corey A. Stewart,73575,VA Virginia Beach,0.43428858129445447
VA,Virginia Beach,51810.0,5181000000.0,US Senate,statewide,169415,Democrat,Timothy M. Kaine,91813,VA Virginia Beach,0.541941386536021
VA,Warren,51187.0,5118700000.0,US Senate,statewide,14259,Republican,Corey A. Stewart,8875,VA Warren,0.622413914019216
VA,Warren,51187.0,5118700000.0,US Senate,statewide,14259,Democrat,Timothy M. Kaine,5060,VA Warren,0.3548635949225051
VA,Washington,51191.0,5119100000.0,US Senate,statewide,20457,Republican,Corey A. Stewart,14350,VA Washington,0.7014713789900767
VA,Washington,51191.0,5119100000.0,US Senate,statewide,20457,Democrat,Timothy M. Kaine,5825,VA Washington,0.2847436085447524
VA,Waynesboro,51820.0,5182000000.0,US Senate,statewide,7718,Republican,Corey A. Stewart,3713,VA Waynesboro,0.48108318217154705
VA,Waynesboro,51820.0,5182000000.0,US Senate,statewide,7718,Democrat,Timothy M. Kaine,3849,VA Waynesboro,0.49870432754599636
VA,Westmoreland,51193.0,5119300000.0,US Senate,statewide,6949,Republican,Corey A. Stewart,3421,VA Westmoreland,0.49230105051086487
VA,Westmoreland,51193.0,5119300000.0,US Senate,statewide,6949,Democrat,Timothy M. Kaine,3448,VA Westmoreland,0.4961865016549144
VA,Williamsburg,51830.0,5183000000.0,US Senate,statewide,6200,Republican,Corey A. Stewart,1547,VA Williamsburg,0.24951612903225806
VA,Williamsburg,51830.0,5183000000.0,US Senate,statewide,6200,Democrat,Timothy M. Kaine,4530,VA Williamsburg,0.7306451612903225
VA,Winchester,51840.0,5184000000.0,US Senate,statewide,9124,Republican,Corey A. Stewart,3657,VA Winchester,0.40081104778605875
VA,Winchester,51840.0,5184000000.0,US Senate,statewide,9124,Democrat,Timothy M. Kaine,5242,VA Winchester,0.5745287154756685
VA,Wise,51195.0,5119500000.0,US Senate,statewide,10955,Republican,Corey A. Stewart,7991,VA Wise,0.7294386125057052
VA,Wise,51195.0,5119500000.0,US Senate,statewide,10955,Democrat,Timothy M. Kaine,2860,VA Wise,0.26106800547695114
VA,Wythe,51197.0,5119700000.0,US Senate,statewide,10712,Republican,Corey A. Stewart,7669,VA Wythe,0.7159260642270351
VA,Wythe,51197.0,5119700000.0,US Senate,statewide,10712,Democrat,Timothy M. Kaine,2879,VA Wythe,0.26876400298730396
VA,York,51199.0,5119900000.0,US Senate,statewide,29033,Republican,Corey A. Stewart,14828,VA York,0.5107291702545379
VA,York,51199.0,5119900000.0,US Senate,statewide,29033,Democrat,Timothy M. Kaine,13634,VA York,0.46960355457582753
VT,Addison,50001.0,5000100325.0,US Senate,statewide,636,Republican,LAWRENCE ZUPAN,266,VT Addison,0.41823899371069184
VT,Albany,50019.0,5001900475.0,US Senate,statewide,393,Republican,LAWRENCE ZUPAN,142,VT Albany,0.361323155216285
VT,Alburgh,50013.0,5001300700.0,US Senate,statewide,715,Republican,LAWRENCE ZUPAN,283,VT Alburgh,0.3958041958041958
VT,Andover,50027.0,5002701300.0,US Senate,statewide,300,Republican,LAWRENCE ZUPAN,117,VT Andover,0.39
VT,Arlington,50003.0,5000301450.0,US Senate,statewide,1072,Republican,LAWRENCE ZUPAN,306,VT Arlington,0.28544776119402987
VT,Athens,50025.0,5002501900.0,US Senate,statewide,142,Republican,LAWRENCE ZUPAN,46,VT Athens,0.323943661971831
VT,Bakersfield,50011.0,5001102500.0,US Senate,statewide,517,Republican,LAWRENCE ZUPAN,150,VT Bakersfield,0.2901353965183752
VT,Baltimore,50027.0,5002702575.0,US Senate,statewide,103,Republican,LAWRENCE ZUPAN,47,VT Baltimore,0.4563106796116505
VT,Barnard,50027.0,5002702725.0,US Senate,statewide,518,Republican,LAWRENCE ZUPAN,142,VT Barnard,0.27413127413127414
VT,Barnet,50005.0,5000502875.0,US Senate,statewide,799,Republican,LAWRENCE ZUPAN,279,VT Barnet,0.34918648310387984
VT,Barre,50023.0,5002303175.0,US Senate,statewide,2639,Republican,LAWRENCE ZUPAN,797,VT Barre,0.3020083364910951
VT,Barre Town,50023.0,5002303250.0,US Senate,statewide,3576,Republican,LAWRENCE ZUPAN,1461,VT Barre Town,0.4085570469798658
VT,Barton,50019.0,5001903550.0,US Senate,statewide,895,Republican,LAWRENCE ZUPAN,330,VT Barton,0.3687150837988827
VT,Belvidere,50015.0,5001504375.0,US Senate,statewide,131,Republican,LAWRENCE ZUPAN,56,VT Belvidere,0.42748091603053434
VT,Bennington,50003.0,5000304825.0,US Senate,statewide,5005,Republican,LAWRENCE ZUPAN,1172,VT Bennington,0.23416583416583417
VT,Benson,50021.0,5002105200.0,US Senate,statewide,412,Republican,LAWRENCE ZUPAN,178,VT Benson,0.4320388349514563
VT,Berkshire,50011.0,5001105425.0,US Senate,statewide,502,Republican,LAWRENCE ZUPAN,210,VT Berkshire,0.41832669322709165
VT,Berlin,50023.0,5002305650.0,US Senate,statewide,1143,Republican,LAWRENCE ZUPAN,390,VT Berlin,0.34120734908136485
VT,Bethel,50027.0,5002705800.0,US Senate,statewide,900,Republican,LAWRENCE ZUPAN,242,VT Bethel,0.2688888888888889
VT,Bloomfield,50009.0,5000906325.0,US Senate,statewide,74,Republican,LAWRENCE ZUPAN,36,VT Bloomfield,0.4864864864864865
VT,Bolton,50007.0,5000706550.0,US Senate,statewide,626,Republican,LAWRENCE ZUPAN,156,VT Bolton,0.24920127795527156
VT,Bradford,50017.0,5001707375.0,US Senate,statewide,1032,Republican,LAWRENCE ZUPAN,294,VT Bradford,0.28488372093023256
VT,Braintree,50017.0,5001707600.0,US Senate,statewide,516,Republican,LAWRENCE ZUPAN,167,VT Braintree,0.3236434108527132
VT,Brandon,50021.0,5002107750.0,US Senate,statewide,1579,Republican,LAWRENCE ZUPAN,524,VT Brandon,0.3318556048131729
VT,Brattleboro,50025.0,5002507900.0,US Senate,statewide,5082,Republican,LAWRENCE ZUPAN,588,VT Brattleboro,0.11570247933884298
VT,Bridgewater,50027.0,5002708275.0,US Senate,statewide,426,Republican,LAWRENCE ZUPAN,136,VT Bridgewater,0.3192488262910798
VT,Bridport,50001.0,5000108575.0,US Senate,statewide,575,Republican,LAWRENCE ZUPAN,230,VT Bridport,0.4
VT,Brighton,50009.0,5000908725.0,US Senate,statewide,443,Republican,LAWRENCE ZUPAN,182,VT Brighton,0.4108352144469526
VT,Bristol,50001.0,5000109025.0,US Senate,statewide,1707,Republican,LAWRENCE ZUPAN,445,VT Bristol,0.2606912712360867
VT,Brookfield,50017.0,5001709325.0,US Senate,statewide,652,Republican,LAWRENCE ZUPAN,218,VT Brookfield,0.3343558282208589
VT,Brookline,50025.0,5002509475.0,US Senate,statewide,224,Republican,LAWRENCE ZUPAN,61,VT Brookline,0.27232142857142855
VT,Brownington,50019.0,5001909850.0,US Senate,statewide,316,Republican,LAWRENCE ZUPAN,128,VT Brownington,0.4050632911392405
VT,Brunswick,50009.0,5000910075.0,US Senate,statewide,45,Republican,LAWRENCE ZUPAN,19,VT Brunswick,0.4222222222222222
VT,Burke,50005.0,5000510450.0,US Senate,statewide,696,Republican,LAWRENCE ZUPAN,239,VT Burke,0.34339080459770116
VT,Burlington,50007.0,5000710675.0,US Senate,statewide,18423,Republican,LAWRENCE ZUPAN,1813,VT Burlington,0.09840959669977745
VT,Cabot,50023.0,5002311125.0,US Senate,statewide,674,Republican,LAWRENCE ZUPAN,194,VT Cabot,0.2878338278931751
VT,Calais,50023.0,5002311350.0,US Senate,statewide,907,Republican,LAWRENCE ZUPAN,149,VT Calais,0.16427783902976847
VT,Cambridge,50015.0,5001511500.0,US Senate,statewide,1765,Republican,LAWRENCE ZUPAN,444,VT Cambridge,0.2515580736543909
VT,Canaan,50009.0,5000911800.0,US Senate,statewide,321,Republican,LAWRENCE ZUPAN,117,VT Canaan,0.3644859813084112
VT,Castleton,50021.0,5002111950.0,US Senate,statewide,1543,Republican,LAWRENCE ZUPAN,634,VT Castleton,0.41088788075178223
VT,Cavendish,50027.0,5002712250.0,US Senate,statewide,569,Republican,LAWRENCE ZUPAN,204,VT Cavendish,0.3585237258347979
VT,Charleston,50019.0,5001913150.0,US Senate,statewide,384,Republican,LAWRENCE ZUPAN,164,VT Charleston,0.4270833333333333
VT,Charlotte,50007.0,5000713300.0,US Senate,statewide,2320,Republican,LAWRENCE ZUPAN,494,VT Charlotte,0.21293103448275863
VT,Chelsea,50017.0,5001713525.0,US Senate,statewide,560,Republican,LAWRENCE ZUPAN,211,VT Chelsea,0.3767857142857143
VT,Chester,50027.0,5002713675.0,US Senate,statewide,1230,Republican,LAWRENCE ZUPAN,378,VT Chester,0.3073170731707317
VT,Chittenden,50021.0,5002114350.0,US Senate,statewide,628,Republican,LAWRENCE ZUPAN,258,VT Chittenden,0.410828025477707
VT,Clarendon,50021.0,5002114500.0,US Senate,statewide,1003,Republican,LAWRENCE ZUPAN,519,VT Clarendon,0.5174476570289133
VT,Colchester,50007.0,5000714875.0,US Senate,statewide,6630,Republican,LAWRENCE ZUPAN,2012,VT Colchester,0.30346907993966815
VT,Concord,50009.0,5000915250.0,US Senate,statewide,405,Republican,LAWRENCE ZUPAN,192,VT Concord,0.4740740740740741
VT,Corinth,50017.0,5001715700.0,US Senate,statewide,602,Republican,LAWRENCE ZUPAN,212,VT Corinth,0.3521594684385382
VT,Cornwall,50001.0,5000116000.0,US Senate,statewide,696,Republican,LAWRENCE ZUPAN,135,VT Cornwall,0.1939655172413793
VT,Coventry,50019.0,5001916150.0,US Senate,statewide,397,Republican,LAWRENCE ZUPAN,180,VT Coventry,0.4534005037783375
VT,Craftsbury,50019.0,5001916300.0,US Senate,statewide,568,Republican,LAWRENCE ZUPAN,115,VT Craftsbury,0.20246478873239437
VT,Danby,50021.0,5002116825.0,US Senate,statewide,519,Republican,LAWRENCE ZUPAN,235,VT Danby,0.4527938342967245
VT,Danville,50005.0,5000517125.0,US Senate,statewide,1117,Republican,LAWRENCE ZUPAN,416,VT Danville,0.37242614145031333
VT,Derby,50019.0,5001917350.0,US Senate,statewide,1774,Republican,LAWRENCE ZUPAN,735,VT Derby,0.41431792559188274
VT,Dorset,50003.0,5000317725.0,US Senate,statewide,1042,Republican,LAWRENCE ZUPAN,273,VT Dorset,0.2619961612284069
VT,Dover,50025.0,5002517875.0,US Senate,statewide,654,Republican,LAWRENCE ZUPAN,205,VT Dover,0.31345565749235477
VT,Dummerston,50025.0,5002518325.0,US Senate,statewide,1021,Republican,LAWRENCE ZUPAN,154,VT Dummerston,0.15083251714005877
VT,Duxbury,50023.0,5002318550.0,US Senate,statewide,673,Republican,LAWRENCE ZUPAN,163,VT Duxbury,0.24219910846953938
VT,East Haven,50009.0,5000921250.0,US Senate,statewide,107,Republican,LAWRENCE ZUPAN,51,VT East Haven,0.4766355140186916
VT,East Montpelier,50023.0,5002321925.0,US Senate,statewide,1356,Republican,LAWRENCE ZUPAN,274,VT East Montpelier,0.20206489675516223
VT,Eden,50015.0,5001523500.0,US Senate,statewide,398,Republican,LAWRENCE ZUPAN,144,VT Eden,0.36180904522613067
VT,Elmore,50015.0,5001523725.0,US Senate,statewide,504,Republican,LAWRENCE ZUPAN,109,VT Elmore,0.21626984126984128
VT,Enosburgh,50011.0,5001123875.0,US Senate,statewide,1064,Republican,LAWRENCE ZUPAN,360,VT Enosburgh,0.3383458646616541
VT,Essex,50007.0,5000724175.0,US Senate,statewide,9783,Republican,LAWRENCE ZUPAN,2683,VT Essex,0.27425125217213536
VT,Fair Haven,50021.0,5002125375.0,US Senate,statewide,951,Republican,LAWRENCE ZUPAN,373,VT Fair Haven,0.3922187171398528
VT,Fairfax,50011.0,5001124925.0,US Senate,statewide,2061,Republican,LAWRENCE ZUPAN,774,VT Fairfax,0.37554585152838427
VT,Fairfield,50011.0,5001125225.0,US Senate,statewide,860,Republican,LAWRENCE ZUPAN,298,VT Fairfield,0.34651162790697676
VT,Fairlee,50017.0,5001725675.0,US Senate,statewide,459,Republican,LAWRENCE ZUPAN,103,VT Fairlee,0.22440087145969498
VT,Fayston,50023.0,5002325825.0,US Senate,statewide,740,Republican,LAWRENCE ZUPAN,140,VT Fayston,0.1891891891891892
VT,Ferrisburg,50001.0,5000126275.0,US Senate,statewide,1416,Republican,LAWRENCE ZUPAN,442,VT Ferrisburg,0.3121468926553672
VT,Fletcher,50011.0,5001126500.0,US Senate,statewide,605,Republican,LAWRENCE ZUPAN,196,VT Fletcher,0.3239669421487603
VT,Franklin,50011.0,5001127100.0,US Senate,statewide,545,Republican,LAWRENCE ZUPAN,248,VT Franklin,0.45504587155963305
VT,Georgia,50011.0,5001127700.0,US Senate,statewide,2047,Republican,LAWRENCE ZUPAN,846,VT Georgia,0.4132877381533952
VT,Glover,50019.0,5001928075.0,US Senate,statewide,519,Republican,LAWRENCE ZUPAN,178,VT Glover,0.34296724470134876
VT,Goshen,50001.0,5000128600.0,US Senate,statewide,106,Republican,LAWRENCE ZUPAN,19,VT Goshen,0.1792452830188679
VT,Grafton,50025.0,5002528900.0,US Senate,statewide,303,Republican,LAWRENCE ZUPAN,80,VT Grafton,0.264026402640264
VT,Granby,50009.0,5000929125.0,US Senate,statewide,34,Republican,LAWRENCE ZUPAN,14,VT Granby,0.4117647058823529
VT,Grand Isle,50013.0,5001329275.0,US Senate,statewide,1068,Republican,LAWRENCE ZUPAN,356,VT Grand Isle,0.3333333333333333
VT,Granville,50001.0,5000129575.0,US Senate,statewide,133,Republican,LAWRENCE ZUPAN,20,VT Granville,0.15037593984962405
VT,Greensboro,50019.0,5001930175.0,US Senate,statewide,348,Republican,LAWRENCE ZUPAN,68,VT Greensboro,0.19540229885057472
VT,Groton,50005.0,5000530550.0,US Senate,statewide,406,Republican,LAWRENCE ZUPAN,176,VT Groton,0.43349753694581283
VT,Guildhall,50009.0,5000930775.0,US Senate,statewide,102,Republican,LAWRENCE ZUPAN,46,VT Guildhall,0.45098039215686275
VT,Guilford,50025.0,5002530925.0,US Senate,statewide,1026,Republican,LAWRENCE ZUPAN,162,VT Guilford,0.15789473684210525
VT,Halifax,50025.0,5002531150.0,US Senate,statewide,355,Republican,LAWRENCE ZUPAN,105,VT Halifax,0.29577464788732394
VT,Hancock,50001.0,5000131525.0,US Senate,statewide,141,Republican,LAWRENCE ZUPAN,36,VT Hancock,0.2553191489361702
VT,Hardwick,50005.0,5000531825.0,US Senate,statewide,1143,Republican,LAWRENCE ZUPAN,358,VT Hardwick,0.3132108486439195
VT,Hartford,50027.0,5002732275.0,US Senate,statewide,4310,Republican,LAWRENCE ZUPAN,912,VT Hartford,0.21160092807424594
VT,Hartland,50027.0,5002732425.0,US Senate,statewide,1601,Republican,LAWRENCE ZUPAN,403,VT Hartland,0.2517176764522174
VT,Highgate,50011.0,5001133025.0,US Senate,statewide,1119,Republican,LAWRENCE ZUPAN,534,VT Highgate,0.4772117962466488
VT,Hinesburg,50007.0,5000733475.0,US Senate,statewide,2361,Republican,LAWRENCE ZUPAN,559,VT Hinesburg,0.23676408301567134
VT,Holland,50019.0,5001933775.0,US Senate,statewide,256,Republican,LAWRENCE ZUPAN,134,VT Holland,0.5234375
VT,Hubbardton,50021.0,5002134450.0,US Senate,statewide,304,Republican,LAWRENCE ZUPAN,127,VT Hubbardton,0.41776315789473684
VT,Huntington,50007.0,5000734600.0,US Senate,statewide,1105,Republican,LAWRENCE ZUPAN,205,VT Huntington,0.18552036199095023
VT,Hyde Park,50015.0,5001535050.0,US Senate,statewide,1325,Republican,LAWRENCE ZUPAN,366,VT Hyde Park,0.27622641509433965
VT,Ira,50021.0,5002135425.0,US Senate,statewide,186,Republican,LAWRENCE ZUPAN,82,VT Ira,0.44086021505376344
VT,Irasburg,50019.0,5001935575.0,US Senate,statewide,457,Republican,LAWRENCE ZUPAN,214,VT Irasburg,0.4682713347921225
VT,Isle La Motte,50013.0,5001335875.0,US Senate,statewide,281,Republican,LAWRENCE ZUPAN,101,VT Isle La Motte,0.3594306049822064
VT,Jamaica,50025.0,5002536175.0,US Senate,statewide,382,Republican,LAWRENCE ZUPAN,91,VT Jamaica,0.23821989528795812
VT,Jay,50019.0,5001936325.0,US Senate,statewide,205,Republican,LAWRENCE ZUPAN,79,VT Jay,0.3853658536585366
VT,Jericho,50007.0,5000736700.0,US Senate,statewide,2882,Republican,LAWRENCE ZUPAN,781,VT Jericho,0.27099236641221375
VT,Johnson,50015.0,5001537075.0,US Senate,statewide,1197,Republican,LAWRENCE ZUPAN,340,VT Johnson,0.28404344193817876
VT,Killington,50021.0,5002137685.0,US Senate,statewide,560,Republican,LAWRENCE ZUPAN,192,VT Killington,0.34285714285714286
VT,Kirby,50005.0,5000537900.0,US Senate,statewide,243,Republican,LAWRENCE ZUPAN,86,VT Kirby,0.35390946502057613
VT,Landgrove,50003.0,5000339025.0,US Senate,statewide,104,Republican,LAWRENCE ZUPAN,19,VT Landgrove,0.18269230769230768
