state,county,fipscode,fipscode2,office,district,total.votes,party,candidate,votes,state_county,result
VA,Albemarle,51003.0,5100300000.0,US Senate,statewide,53326,Republican,Corey A. Stewart,16371,VA Albemarle,0.3069984622885647
VA,Albemarle,51003.0,5100300000.0,US Senate,statewide,53326,Democrat,Timothy M. Kaine,35701,VA Albemarle,0.669485804298091
VA,Alexandria,51510.0,5151000000.0,US Senate,statewide,65811,Republican,Corey A. Stewart,10734,VA Alexandria,0.1631034325568674
VA,Alexandria,51510.0,5151000000.0,US Senate,statewide,65811,Democrat,Timothy M. Kaine,53307,VA Alexandria,0.8100013675525368
VA,Alleghany,51005.0,5100500000.0,US Senate,statewide,5453,Republican,Corey A. Stewart,3433,VA Alleghany,0.6295617091509261
VA,Alleghany,51005.0,5100500000.0,US Senate,statewide,5453,Democrat,Timothy M. Kaine,1952,VA Alleghany,0.3579680909591051
VA,Amelia,51007.0,5100700000.0,US Senate,statewide,5849,Republican,Corey A. Stewart,3823,VA Amelia,0.6536160027355103
VA,Amelia,51007.0,5100700000.0,US Senate,statewide,5849,Democrat,Timothy M. Kaine,1938,VA Amelia,0.331338690374423
VA,Amherst,51009.0,5100900000.0,US Senate,statewide,12545,Republican,Corey A. Stewart,7779,VA Amherst,0.620087684336389
VA,Amherst,51009.0,5100900000.0,US Senate,statewide,12545,Democrat,Timothy M. Kaine,4541,VA Amherst,0.36197688322040655
VA,Appomattox,51011.0,5101100000.0,US Senate,statewide,6681,Republican,Corey A. Stewart,4751,VA Appomattox,0.711121089657237
VA,Appomattox,51011.0,5101100000.0,US Senate,statewide,6681,Democrat,Timothy M. Kaine,1828,VA Appomattox,0.273611734770244
VA,Arlington,51013.0,5101300000.0,US Senate,statewide,106910,Republican,Corey A. Stewart,16495,VA Arlington,0.15428865400804415
VA,Arlington,51013.0,5101300000.0,US Senate,statewide,106910,Democrat,Timothy M. Kaine,87258,VA Arlington,0.8161818351884763
VA,Augusta,51015.0,5101500000.0,US Senate,statewide,29807,Republican,Corey A. Stewart,20796,VA Augusta,0.6976884624417083
VA,Augusta,51015.0,5101500000.0,US Senate,statewide,29807,Democrat,Timothy M. Kaine,8427,VA Augusta,0.28271882443721275
VA,Bath,51017.0,5101700000.0,US Senate,statewide,1742,Republican,Corey A. Stewart,1142,VA Bath,0.6555683122847302
VA,Bath,51017.0,5101700000.0,US Senate,statewide,1742,Democrat,Timothy M. Kaine,576,VA Bath,0.330654420206659
VA,Bedford,51019.0,5101900000.0,US Senate,statewide,35548,Republican,Corey A. Stewart,25301,VA Bedford,0.7117418701474063
VA,Bedford,51019.0,5101900000.0,US Senate,statewide,35548,Democrat,Timothy M. Kaine,9632,VA Bedford,0.2709575784854282
VA,Bland,51021.0,5102100000.0,US Senate,statewide,2453,Republican,Corey A. Stewart,1916,VA Bland,0.7810843864655523
VA,Bland,51021.0,5102100000.0,US Senate,statewide,2453,Democrat,Timothy M. Kaine,504,VA Bland,0.20546269873624134
VA,Botetourt,51023.0,5102300000.0,US Senate,statewide,15521,Republican,Corey A. Stewart,10720,VA Botetourt,0.690677147091038
VA,Botetourt,51023.0,5102300000.0,US Senate,statewide,15521,Democrat,Timothy M. Kaine,4543,VA Botetourt,0.29270021261516654
VA,Bristol,51520.0,5152000000.0,US Senate,statewide,5271,Republican,Corey A. Stewart,3427,VA Bristol,0.6501612597230128
VA,Bristol,51520.0,5152000000.0,US Senate,statewide,5271,Democrat,Timothy M. Kaine,1770,VA Bristol,0.3357996585088219
VA,Brunswick,51025.0,5102500000.0,US Senate,statewide,6156,Republican,Corey A. Stewart,2394,VA Brunswick,0.3888888888888889
VA,Brunswick,51025.0,5102500000.0,US Senate,statewide,6156,Democrat,Timothy M. Kaine,3717,VA Brunswick,0.6038011695906432
VA,Buchanan,51027.0,5102700000.0,US Senate,statewide,5933,Republican,Corey A. Stewart,4095,VA Buchanan,0.6902073150176976
VA,Buchanan,51027.0,5102700000.0,US Senate,statewide,5933,Democrat,Timothy M. Kaine,1785,VA Buchanan,0.3008595988538682
VA,Buckingham,51029.0,5102900000.0,US Senate,statewide,6138,Republican,Corey A. Stewart,3249,VA Buckingham,0.5293255131964809
VA,Buckingham,51029.0,5102900000.0,US Senate,statewide,6138,Democrat,Timothy M. Kaine,2802,VA Buckingham,0.45650048875855326
VA,Buena Vista,51530.0,5153000000.0,US Senate,statewide,1754,Republican,Corey A. Stewart,1047,VA Buena Vista,0.5969213226909921
VA,Buena Vista,51530.0,5153000000.0,US Senate,statewide,1754,Democrat,Timothy M. Kaine,666,VA Buena Vista,0.37970353477765106
VA,Campbell,51031.0,5103100000.0,US Senate,statewide,21979,Republican,Corey A. Stewart,15239,VA Campbell,0.6933436462077438
VA,Campbell,51031.0,5103100000.0,US Senate,statewide,21979,Democrat,Timothy M. Kaine,6305,VA Campbell,0.2868647345193139
VA,Caroline,51033.0,5103300000.0,US Senate,statewide,11353,Republican,Corey A. Stewart,5323,VA Caroline,0.4688628556328724
VA,Caroline,51033.0,5103300000.0,US Senate,statewide,11353,Democrat,Timothy M. Kaine,5838,VA Caroline,0.5142253148947414
VA,Carroll,51035.0,5103500000.0,US Senate,statewide,10620,Republican,Corey A. Stewart,8042,VA Carroll,0.7572504708097928
VA,Carroll,51035.0,5103500000.0,US Senate,statewide,10620,Democrat,Timothy M. Kaine,2459,VA Carroll,0.23154425612052731
VA,Charles City,51036.0,5103600000.0,US Senate,statewide,3337,Republican,Corey A. Stewart,1168,VA Charles City,0.35001498351813004
VA,Charles City,51036.0,5103600000.0,US Senate,statewide,3337,Democrat,Timothy M. Kaine,2131,VA Charles City,0.6385975427030267
VA,Charlotte,51037.0,5103700000.0,US Senate,statewide,4719,Republican,Corey A. Stewart,2792,VA Charlotte,0.5916507734689553
VA,Charlotte,51037.0,5103700000.0,US Senate,statewide,4719,Democrat,Timothy M. Kaine,1871,VA Charlotte,0.3964823055732147
VA,Charlottesville,51540.0,5154000000.0,US Senate,statewide,20485,Republican,Corey A. Stewart,2346,VA Charlottesville,0.11452282157676348
VA,Charlottesville,51540.0,5154000000.0,US Senate,statewide,20485,Democrat,Timothy M. Kaine,17641,VA Charlottesville,0.8611667073468392
VA,Chesapeake,51550.0,5155000000.0,US Senate,statewide,90732,Republican,Corey A. Stewart,39632,VA Chesapeake,0.4368028920336816
VA,Chesapeake,51550.0,5155000000.0,US Senate,statewide,90732,Democrat,Timothy M. Kaine,49506,VA Chesapeake,0.5456288850681127
VA,Chesterfield,51041.0,5104100000.0,US Senate,statewide,153797,Republican,Corey A. Stewart,67835,VA Chesterfield,0.44106842136062474
VA,Chesterfield,51041.0,5104100000.0,US Senate,statewide,153797,Democrat,Timothy M. Kaine,83091,VA Chesterfield,0.5402641143845459
VA,Clarke,51043.0,5104300000.0,US Senate,statewide,7186,Republican,Corey A. Stewart,3845,VA Clarke,0.5350681881436126
VA,Clarke,51043.0,5104300000.0,US Senate,statewide,7186,Democrat,Timothy M. Kaine,3210,VA Clarke,0.4467019204007793
VA,Colonial Heights,51570.0,5157000000.0,US Senate,statewide,6415,Republican,Corey A. Stewart,4183,VA Colonial Heights,0.6520654715510522
VA,Colonial Heights,51570.0,5157000000.0,US Senate,statewide,6415,Democrat,Timothy M. Kaine,2105,VA Colonial Heights,0.32813717848791896
VA,Covington,51580.0,5158000000.0,US Senate,statewide,1776,Republican,Corey A. Stewart,957,VA Covington,0.5388513513513513
VA,Covington,51580.0,5158000000.0,US Senate,statewide,1776,Democrat,Timothy M. Kaine,785,VA Covington,0.4420045045045045
VA,Craig,51045.0,5104500000.0,US Senate,statewide,2193,Republican,Corey A. Stewart,1615,VA Craig,0.7364341085271318
VA,Craig,51045.0,5104500000.0,US Senate,statewide,2193,Democrat,Timothy M. Kaine,544,VA Craig,0.24806201550387597
VA,Culpeper,51047.0,5104700000.0,US Senate,statewide,19400,Republican,Corey A. Stewart,10913,VA Culpeper,0.5625257731958763
VA,Culpeper,51047.0,5104700000.0,US Senate,statewide,19400,Democrat,Timothy M. Kaine,8093,VA Culpeper,0.41716494845360824
VA,Cumberland,51049.0,5104900000.0,US Senate,statewide,4194,Republican,Corey A. Stewart,2270,VA Cumberland,0.5412494039103481
VA,Cumberland,51049.0,5104900000.0,US Senate,statewide,4194,Democrat,Timothy M. Kaine,1849,VA Cumberland,0.44086790653314256
VA,Danville,51590.0,5159000000.0,US Senate,statewide,15114,Republican,Corey A. Stewart,5518,VA Danville,0.36509196771205504
VA,Danville,51590.0,5159000000.0,US Senate,statewide,15114,Democrat,Timothy M. Kaine,9418,VA Danville,0.623130872039169
VA,Dickenson,51051.0,5105100000.0,US Senate,statewide,4475,Republican,Corey A. Stewart,2926,VA Dickenson,0.6538547486033519
VA,Dickenson,51051.0,5105100000.0,US Senate,statewide,4475,Democrat,Timothy M. Kaine,1524,VA Dickenson,0.3405586592178771
VA,Dinwiddie,51053.0,5105300000.0,US Senate,statewide,10576,Republican,Corey A. Stewart,5626,VA Dinwiddie,0.5319591527987897
VA,Dinwiddie,51053.0,5105300000.0,US Senate,statewide,10576,Democrat,Timothy M. Kaine,4865,VA Dinwiddie,0.4600037821482602
VA,Emporia,51595.0,5159500000.0,US Senate,statewide,1790,Republican,Corey A. Stewart,608,VA Emporia,0.3396648044692737
VA,Emporia,51595.0,5159500000.0,US Senate,statewide,1790,Democrat,Timothy M. Kaine,1163,VA Emporia,0.6497206703910614
VA,Essex,51057.0,5105700000.0,US Senate,statewide,4418,Republican,Corey A. Stewart,2115,VA Essex,0.4787234042553192
VA,Essex,51057.0,5105700000.0,US Senate,statewide,4418,Democrat,Timothy M. Kaine,2266,VA Essex,0.5129017655047533
VA,Fairfax,51059.0,5105900000.0,US Senate,statewide,480485,Republican,Corey A. Stewart,129095,VA Fairfax,0.26867644151222203
VA,Fairfax,51059.0,5105900000.0,US Senate,statewide,480485,Democrat,Timothy M. Kaine,340740,VA Fairfax,0.7091584544782875
VA,Fairfax City,51600.0,5160000000.0,US Senate,statewide,10589,Republican,Corey A. Stewart,2988,VA Fairfax City,0.2821796203607517
VA,Fairfax City,51600.0,5160000000.0,US Senate,statewide,10589,Democrat,Timothy M. Kaine,7330,VA Fairfax City,0.6922277835489659
VA,Falls Church,51610.0,5161000000.0,US Senate,statewide,7189,Republican,Corey A. Stewart,1112,VA Falls Church,0.154680762275699
VA,Falls Church,51610.0,5161000000.0,US Senate,statewide,7189,Democrat,Timothy M. Kaine,5902,VA Falls Church,0.8209764918625678
VA,Fauquier,51061.0,5106100000.0,US Senate,statewide,32214,Republican,Corey A. Stewart,17801,VA Fauquier,0.5525858322468492
VA,Fauquier,51061.0,5106100000.0,US Senate,statewide,32214,Democrat,Timothy M. Kaine,13735,VA Fauquier,0.4263674178928416
VA,Floyd,51063.0,5106300000.0,US Senate,statewide,6746,Republican,Corey A. Stewart,4180,VA Floyd,0.619626445300919
VA,Floyd,51063.0,5106300000.0,US Senate,statewide,6746,Democrat,Timothy M. Kaine,2480,VA Floyd,0.36762525941298546
VA,Fluvanna,51065.0,5106500000.0,US Senate,statewide,12001,Republican,Corey A. Stewart,5793,VA Fluvanna,0.48270977418548455
VA,Fluvanna,51065.0,5106500000.0,US Senate,statewide,12001,Democrat,Timothy M. Kaine,5981,VA Fluvanna,0.49837513540538286
VA,Franklin,51067.0,5106700000.0,US Senate,statewide,22181,Republican,Corey A. Stewart,14849,VA Franklin,0.669446823858257
VA,Franklin,51067.0,5106700000.0,US Senate,statewide,22181,Democrat,Timothy M. Kaine,6995,VA Franklin,0.3153599927866192
VA,Franklin City,51620.0,5162000000.0,US Senate,statewide,2991,Republican,Corey A. Stewart,1065,VA Franklin City,0.35606820461384153
VA,Franklin City,51620.0,5162000000.0,US Senate,statewide,2991,Democrat,Timothy M. Kaine,1894,VA Franklin City,0.6332330324306252
VA,Frederick,51069.0,5106900000.0,US Senate,statewide,34213,Republican,Corey A. Stewart,20640,VA Frederick,0.6032794551778564
VA,Frederick,51069.0,5106900000.0,US Senate,statewide,34213,Democrat,Timothy M. Kaine,12885,VA Frederick,0.3766112296495484
VA,Fredericksburg,51630.0,5163000000.0,US Senate,statewide,9710,Republican,Corey A. Stewart,2832,VA Fredericksburg,0.29165808444902164
VA,Fredericksburg,51630.0,5163000000.0,US Senate,statewide,9710,Democrat,Timothy M. Kaine,6621,VA Fredericksburg,0.6818743563336767
VA,Galax,51640.0,5164000000.0,US Senate,statewide,1830,Republican,Corey A. Stewart,1198,VA Galax,0.6546448087431694
VA,Galax,51640.0,5164000000.0,US Senate,statewide,1830,Democrat,Timothy M. Kaine,620,VA Galax,0.33879781420765026
VA,Giles,51071.0,5107100000.0,US Senate,statewide,6638,Republican,Corey A. Stewart,4500,VA Giles,0.6779150346489906
VA,Giles,51071.0,5107100000.0,US Senate,statewide,6638,Democrat,Timothy M. Kaine,2036,VA Giles,0.3067188912322989
VA,Gloucester,51073.0,5107300000.0,US Senate,statewide,15637,Republican,Corey A. Stewart,9816,VA Gloucester,0.627741894225235
VA,Gloucester,51073.0,5107300000.0,US Senate,statewide,15637,Democrat,Timothy M. Kaine,5529,VA Gloucester,0.353584447144593
VA,Goochland,51075.0,5107500000.0,US Senate,statewide,13225,Republican,Corey A. Stewart,7472,VA Goochland,0.5649905482041588
VA,Goochland,51075.0,5107500000.0,US Senate,statewide,13225,Democrat,Timothy M. Kaine,5443,VA Goochland,0.4115689981096408
VA,Grayson,51077.0,5107700000.0,US Senate,statewide,5733,Republican,Corey A. Stewart,4249,VA Grayson,0.7411477411477412
VA,Grayson,51077.0,5107700000.0,US Senate,statewide,5733,Democrat,Timothy M. Kaine,1412,VA Grayson,0.246293389150532
VA,Greene,51079.0,5107900000.0,US Senate,statewide,8130,Republican,Corey A. Stewart,4749,VA Greene,0.5841328413284133
VA,Greene,51079.0,5107900000.0,US Senate,statewide,8130,Democrat,Timothy M. Kaine,3183,VA Greene,0.3915129151291513
VA,Greensville,51081.0,5108100000.0,US Senate,statewide,3491,Republican,Corey A. Stewart,1363,VA Greensville,0.3904325408192495
VA,Greensville,51081.0,5108100000.0,US Senate,statewide,3491,Democrat,Timothy M. Kaine,2109,VA Greensville,0.6041248925809224
VA,Halifax,51083.0,5108300000.0,US Senate,statewide,13686,Republican,Corey A. Stewart,7691,VA Halifax,0.5619611281601636
VA,Halifax,51083.0,5108300000.0,US Senate,statewide,13686,Democrat,Timothy M. Kaine,5869,VA Halifax,0.42883238345754787
VA,Hampton,51650.0,5165000000.0,US Senate,statewide,50488,Republican,Corey A. Stewart,12696,VA Hampton,0.25146569481857073
VA,Hampton,51650.0,5165000000.0,US Senate,statewide,50488,Democrat,Timothy M. Kaine,37078,VA Hampton,0.7343923308508953
VA,Hanover,51085.0,5108500000.0,US Senate,statewide,53722,Republican,Corey A. Stewart,32333,VA Hanover,0.6018577119243513
VA,Hanover,51085.0,5108500000.0,US Senate,statewide,53722,Democrat,Timothy M. Kaine,20228,VA Hanover,0.376531030118015
VA,Harrisonburg,51660.0,5166000000.0,US Senate,statewide,13724,Republican,Corey A. Stewart,4056,VA Harrisonburg,0.29554065870008744
VA,Harrisonburg,51660.0,5166000000.0,US Senate,statewide,13724,Democrat,Timothy M. Kaine,9234,VA Harrisonburg,0.6728359078985718
VA,Henrico,51087.0,5108700000.0,US Senate,statewide,145518,Republican,Corey A. Stewart,47786,VA Henrico,0.3283854918291895
VA,Henrico,51087.0,5108700000.0,US Senate,statewide,145518,Democrat,Timothy M. Kaine,94826,VA Henrico,0.6516444700999189
VA,Henry,51089.0,5108900000.0,US Senate,statewide,18728,Republican,Corey A. Stewart,11471,VA Henry,0.6125053395984622
VA,Henry,51089.0,5108900000.0,US Senate,statewide,18728,Democrat,Timothy M. Kaine,7061,VA Henry,0.37702904741563437
VA,Highland,51091.0,5109100000.0,US Senate,statewide,1184,Republican,Corey A. Stewart,772,VA Highland,0.652027027027027
VA,Highland,51091.0,5109100000.0,US Senate,statewide,1184,Democrat,Timothy M. Kaine,400,VA Highland,0.33783783783783783
VA,Hopewell,51670.0,5167000000.0,US Senate,statewide,6884,Republican,Corey A. Stewart,2894,VA Hopewell,0.42039511911679256
VA,Hopewell,51670.0,5167000000.0,US Senate,statewide,6884,Democrat,Timothy M. Kaine,3878,VA Hopewell,0.563335270191749
VA,Isle of Wight,51093.0,5109300000.0,US Senate,statewide,16809,Republican,Corey A. Stewart,9171,VA Isle of Wight,0.5456005711226128
VA,Isle of Wight,51093.0,5109300000.0,US Senate,statewide,16809,Democrat,Timothy M. Kaine,7357,VA Isle of Wight,0.4376821940627045
VA,James City,51095.0,5109500000.0,US Senate,statewide,38818,Republican,Corey A. Stewart,17955,VA James City,0.4625431500850121
VA,James City,51095.0,5109500000.0,US Senate,statewide,38818,Democrat,Timothy M. Kaine,20146,VA James City,0.5189860374053274
VA,King and Queen,51097.0,5109700000.0,US Senate,statewide,2972,Republican,Corey A. Stewart,1615,VA King and Queen,0.5434051144010767
VA,King and Queen,51097.0,5109700000.0,US Senate,statewide,2972,Democrat,Timothy M. Kaine,1318,VA King and Queen,0.44347240915208613
VA,King George,51099.0,5109900000.0,US Senate,statewide,9747,Republican,Corey A. Stewart,5546,VA King George,0.5689955883861701
VA,King George,51099.0,5109900000.0,US Senate,statewide,9747,Democrat,Timothy M. Kaine,3976,VA King George,0.40792038575972095
VA,King William,51101.0,5110100000.0,US Senate,statewide,7510,Republican,Corey A. Stewart,4707,VA King William,0.6267643142476698
VA,King William,51101.0,5110100000.0,US Senate,statewide,7510,Democrat,Timothy M. Kaine,2675,VA King William,0.3561917443408788
VA,Lancaster,51103.0,5110300000.0,US Senate,statewide,5706,Republican,Corey A. Stewart,2947,VA Lancaster,0.5164738871363477
VA,Lancaster,51103.0,5110300000.0,US Senate,statewide,5706,Democrat,Timothy M. Kaine,2683,VA Lancaster,0.4702067998597967
VA,Lee,51105.0,5110500000.0,US Senate,statewide,6821,Republican,Corey A. Stewart,5096,VA Lee,0.7471045301275473
VA,Lee,51105.0,5110500000.0,US Senate,statewide,6821,Democrat,Timothy M. Kaine,1671,VA Lee,0.24497874211992376
VA,Lexington,51678.0,5167800000.0,US Senate,statewide,2120,Republican,Corey A. Stewart,569,VA Lexington,0.26839622641509436
VA,Lexington,51678.0,5167800000.0,US Senate,statewide,2120,Democrat,Timothy M. Kaine,1511,VA Lexington,0.7127358490566038
VA,Loudoun,51107.0,5110700000.0,US Senate,statewide,168008,Republican,Corey A. Stewart,58369,VA Loudoun,0.3474179800961859
VA,Loudoun,51107.0,5110700000.0,US Senate,statewide,168008,Democrat,Timothy M. Kaine,106064,VA Loudoun,0.6313032712727965
VA,Louisa,51109.0,5110900000.0,US Senate,statewide,15428,Republican,Corey A. Stewart,8790,VA Louisa,0.5697433238268084
VA,Louisa,51109.0,5110900000.0,US Senate,statewide,15428,Democrat,Timothy M. Kaine,6384,VA Louisa,0.41379310344827586
VA,Lunenburg,51111.0,5111100000.0,US Senate,statewide,4475,Republican,Corey A. Stewart,2480,VA Lunenburg,0.5541899441340782
VA,Lunenburg,51111.0,5111100000.0,US Senate,statewide,4475,Democrat,Timothy M. Kaine,1943,VA Lunenburg,0.4341899441340782
VA,Lynchburg,51680.0,5168000000.0,US Senate,statewide,26845,Republican,Corey A. Stewart,12238,VA Lynchburg,0.45587632706276776
VA,Lynchburg,51680.0,5168000000.0,US Senate,statewide,26845,Democrat,Timothy M. Kaine,13582,VA Lynchburg,0.5059415161110077
VA,Madison,51113.0,5111300000.0,US Senate,statewide,6029,Republican,Corey A. Stewart,3655,VA Madison,0.6062365234698955
VA,Madison,51113.0,5111300000.0,US Senate,statewide,6029,Democrat,Timothy M. Kaine,2273,VA Madison,0.37701111295405537
VA,Manassas,51683.0,5168300000.0,US Senate,statewide,12929,Republican,Corey A. Stewart,4496,VA Manassas,0.34774537860623406
VA,Manassas,51683.0,5168300000.0,US Senate,statewide,12929,Democrat,Timothy M. Kaine,8130,VA Manassas,0.6288189341789775
VA,Manassas Park,51685.0,5168500000.0,US Senate,statewide,4385,Republican,Corey A. Stewart,1260,VA Manassas Park,0.28734321550741165
VA,Manassas Park,51685.0,5168500000.0,US Senate,statewide,4385,Democrat,Timothy M. Kaine,3032,VA Manassas Park,0.6914481185860889
VA,Martinsville,51690.0,5169000000.0,US Senate,statewide,4544,Republican,Corey A. Stewart,1566,VA Martinsville,0.34463028169014087
VA,Martinsville,51690.0,5169000000.0,US Senate,statewide,4544,Democrat,Timothy M. Kaine,2889,VA Martinsville,0.6357834507042254
VA,Mathews,51115.0,5111500000.0,US Senate,statewide,4416,Republican,Corey A. Stewart,2791,VA Mathews,0.6320199275362319
VA,Mathews,51115.0,5111500000.0,US Senate,statewide,4416,Democrat,Timothy M. Kaine,1566,VA Mathews,0.3546195652173913
VA,Mecklenburg,51117.0,5111700000.0,US Senate,statewide,11805,Republican,Corey A. Stewart,6533,VA Mecklenburg,0.5534095722151631
VA,Mecklenburg,51117.0,5111700000.0,US Senate,statewide,11805,Democrat,Timothy M. Kaine,5149,VA Mecklenburg,0.4361711139347734
VA,Middlesex,51119.0,5111900000.0,US Senate,statewide,5130,Republican,Corey A. Stewart,3014,VA Middlesex,0.5875243664717349
VA,Middlesex,51119.0,5111900000.0,US Senate,statewide,5130,Democrat,Timothy M. Kaine,2031,VA Middlesex,0.395906432748538
VA,Montgomery,51121.0,5112100000.0,US Senate,statewide,35508,Republican,Corey A. Stewart,14382,VA Montgomery,0.4050354849611355
VA,Montgomery,51121.0,5112100000.0,US Senate,statewide,35508,Democrat,Timothy M. Kaine,20109,VA Montgomery,0.5663230821223386
VA,Nelson,51125.0,5112500000.0,US Senate,statewide,7378,Republican,Corey A. Stewart,3417,VA Nelson,0.4631336405529954
VA,Nelson,51125.0,5112500000.0,US Senate,statewide,7378,Democrat,Timothy M. Kaine,3808,VA Nelson,0.5161290322580645
VA,New Kent,51127.0,5112700000.0,US Senate,statewide,10683,Republican,Corey A. Stewart,6774,VA New Kent,0.6340915473181691
VA,New Kent,51127.0,5112700000.0,US Senate,statewide,10683,Democrat,Timothy M. Kaine,3736,VA New Kent,0.34971449967237667
VA,Newport News,51700.0,5170000000.0,US Senate,statewide,58321,Republican,Corey A. Stewart,17891,VA Newport News,0.3067677166029389
VA,Newport News,51700.0,5170000000.0,US Senate,statewide,58321,Democrat,Timothy M. Kaine,39398,VA Newport News,0.675537113561153
VA,Norfolk,51710.0,5171000000.0,US Senate,statewide,67493,Republican,Corey A. Stewart,15603,VA Norfolk,0.23117952972900893
VA,Norfolk,51710.0,5171000000.0,US Senate,statewide,67493,Democrat,Timothy M. Kaine,50565,VA Norfolk,0.7491888047649385
VA,Northampton,51131.0,5113100000.0,US Senate,statewide,5113,Republican,Corey A. Stewart,2124,VA Northampton,0.4154116956776843
VA,Northampton,51131.0,5113100000.0,US Senate,statewide,5113,Democrat,Timothy M. Kaine,2924,VA Northampton,0.57187561118717
VA,Northumberland,51133.0,5113300000.0,US Senate,statewide,6269,Republican,Corey A. Stewart,3567,VA Northumberland,0.5689902695804754
VA,Northumberland,51133.0,5113300000.0,US Senate,statewide,6269,Democrat,Timothy M. Kaine,2631,VA Northumberland,0.4196841601531345
VA,Norton,51720.0,5172000000.0,US Senate,statewide,1099,Republican,Corey A. Stewart,672,VA Norton,0.6114649681528662
VA,Norton,51720.0,5172000000.0,US Senate,statewide,1099,Democrat,Timothy M. Kaine,408,VA Norton,0.37124658780709735
VA,Nottoway,51135.0,5113500000.0,US Senate,statewide,5305,Republican,Corey A. Stewart,2775,VA Nottoway,0.5230914231856739
VA,Nottoway,51135.0,5113500000.0,US Senate,statewide,5305,Democrat,Timothy M. Kaine,2466,VA Nottoway,0.4648444863336475
VA,Orange,51137.0,5113700000.0,US Senate,statewide,14952,Republican,Corey A. Stewart,8577,VA Orange,0.5736356340288925
VA,Orange,51137.0,5113700000.0,US Senate,statewide,14952,Democrat,Timothy M. Kaine,6148,VA Orange,0.4111824505082932
VA,Page,51139.0,5113900000.0,US Senate,statewide,8295,Republican,Corey A. Stewart,5825,VA Page,0.7022302591922845
VA,Page,51139.0,5113900000.0,US Senate,statewide,8295,Democrat,Timothy M. Kaine,2356,VA Page,0.28402652200120554
VA,Patrick,51141.0,5114100000.0,US Senate,statewide,6689,Republican,Corey A. Stewart,4999,VA Patrick,0.7473463895948572
VA,Patrick,51141.0,5114100000.0,US Senate,statewide,6689,Democrat,Timothy M. Kaine,1633,VA Patrick,0.244132157273135
VA,Petersburg,51730.0,5173000000.0,US Senate,statewide,10243,Republican,Corey A. Stewart,989,VA Petersburg,0.09655374402030655
VA,Petersburg,51730.0,5173000000.0,US Senate,statewide,10243,Democrat,Timothy M. Kaine,9170,VA Petersburg,0.8952455335350972
VA,Pittsylvania,51143.0,5114300000.0,US Senate,statewide,25306,Republican,Corey A. Stewart,16923,VA Pittsylvania,0.6687346874259069
VA,Pittsylvania,51143.0,5114300000.0,US Senate,statewide,25306,Democrat,Timothy M. Kaine,8105,VA Pittsylvania,0.320279775547301
VA,Poquoson,51735.0,5173500000.0,US Senate,statewide,5995,Republican,Corey A. Stewart,4105,VA Poquoson,0.6847372810675563
VA,Poquoson,51735.0,5173500000.0,US Senate,statewide,5995,Democrat,Timothy M. Kaine,1737,VA Poquoson,0.28974145120934114
VA,Portsmouth,51740.0,5174000000.0,US Senate,statewide,33155,Republican,Corey A. Stewart,8601,VA Portsmouth,0.2594178856884331
VA,Portsmouth,51740.0,5174000000.0,US Senate,statewide,33155,Democrat,Timothy M. Kaine,23985,VA Portsmouth,0.7234202985974966
VA,Powhatan,51145.0,5114500000.0,US Senate,statewide,14968,Republican,Corey A. Stewart,10254,VA Powhatan,0.6850614644575094
VA,Powhatan,51145.0,5114500000.0,US Senate,statewide,14968,Democrat,Timothy M. Kaine,4384,VA Powhatan,0.2928915018706574
VA,Prince Edward,51147.0,5114700000.0,US Senate,statewide,7073,Republican,Corey A. Stewart,3064,VA Prince Edward,0.4331966633677365
VA,Prince Edward,51147.0,5114700000.0,US Senate,statewide,7073,Democrat,Timothy M. Kaine,3893,VA Prince Edward,0.550402940760639
VA,Prince George,51149.0,5114900000.0,US Senate,statewide,12627,Republican,Corey A. Stewart,7004,VA Prince George,0.5546844064306644
VA,Prince George,51149.0,5114900000.0,US Senate,statewide,12627,Democrat,Timothy M. Kaine,5475,VA Prince George,0.43359467807080065
VA,Prince William,51153.0,5115300000.0,US Senate,statewide,163846,Republican,Corey A. Stewart,54040,VA Prince William,0.3298219059360619
VA,Prince William,51153.0,5115300000.0,US Senate,statewide,163846,Democrat,Timothy M. Kaine,106449,VA Prince William,0.6496893424313075
VA,Pulaski,51155.0,5115500000.0,US Senate,statewide,12078,Republican,Corey A. Stewart,7835,VA Pulaski,0.6487001159132306
VA,Pulaski,51155.0,5115500000.0,US Senate,statewide,12078,Democrat,Timothy M. Kaine,4063,VA Pulaski,0.3363967544295413
VA,Radford,51750.0,5175000000.0,US Senate,statewide,5078,Republican,Corey A. Stewart,1958,VA Radford,0.38558487593540763
VA,Radford,51750.0,5175000000.0,US Senate,statewide,5078,Democrat,Timothy M. Kaine,2979,VA Radford,0.5866482867270579
VA,Rappahannock,51157.0,5115700000.0,US Senate,statewide,3883,Republican,Corey A. Stewart,1984,VA Rappahannock,0.510945145506052
VA,Rappahannock,51157.0,5115700000.0,US Senate,statewide,3883,Democrat,Timothy M. Kaine,1845,VA Rappahannock,0.475148081380376
VA,Richmond,51159.0,5115900000.0,US Senate,statewide,2899,Republican,Corey A. Stewart,1683,VA Richmond,0.580545015522594
VA,Richmond,51159.0,5115900000.0,US Senate,statewide,2899,Democrat,Timothy M. Kaine,1191,VA Richmond,0.4108313211452225
