county,state,population,# total covid cases,# covid cases per 100k,# covid deaths,# covid deaths per 100k,case_fatality_rate
Bowman County,North Dakota,3024,157,5191.8,2,66.14,0.013
Cheshire County,New Hampshire,76091,232,304.9,3,3.94,0.013
Okfuskee County,Oklahoma,11993,639,5328.1,8,66.71,0.013
Lipscomb County,Texas,3233,76,2350.8,1,30.93,0.013
Wichita County,Texas,132229,4541,3434.2,58,43.86,0.013
Contra Costa County,California,1153510,19785,1715.2,250,21.67,0.013
Kinney County,Texas,3667,79,2154.3,1,27.27,0.013
"Lynchburg, City of",Virginia,82169,2153,2620.2,27,32.86,0.013
Warren County,Ohio,234603,5375,2291.1,70,29.84,0.013
"Manassas, City of",Virginia,41085,2083,5070.0,27,65.72,0.013
"Virginia Beach, City of",Virginia,449971,8540,1897.9,110,24.45,0.013
Dent County,Missouri,15573,307,1971.4,4,25.69,0.013
Coosa County,Alabama,10663,233,2185.1,3,28.13,0.013
Jackson County,Missouri,703005,28381,4037.1,372,52.92,0.013
Bedford County,Virginia,78998,1385,1753.2,18,22.79,0.013
Tioga County,Pennsylvania,40590,308,758.8,4,9.85,0.013
Stark County,North Dakota,31489,2671,8482.3,35,111.15,0.013
Autauga County,Alabama,55868,2242,4013.0,30,53.7,0.013
Windham County,Connecticut,116785,1610,1378.6,21,17.98,0.013
Lyon County,Iowa,11755,625,5316.9,8,68.06,0.013
Burke County,Georgia,22383,913,4079.0,12,53.61,0.013
Marquette County,Michigan,66699,1518,2275.9,19,28.49,0.013
Polk County,Iowa,490166,22155,4519.9,296,60.39,0.013
Cedar County,Iowa,18627,615,3301.7,8,42.95,0.013
Ingham County,Michigan,292413,5400,1846.7,70,23.94,0.013
Woodbury County,Iowa,103106,8155,7909.3,102,98.93,0.013
Webster County,Kentucky,12942,382,2951.6,5,38.63,0.013
Lincoln County,Maine,34638,77,222.3,1,2.89,0.013
Clay County,Kansas,8002,157,1962.0,2,24.99,0.013
York County,Maine,207637,1566,754.2,21,10.11,0.013
Marshall County,Kentucky,31099,593,1906.8,8,25.72,0.013
Johnson County,Kansas,602395,17858,2964.5,229,38.01,0.013
Rush County,Indiana,16581,394,2376.2,5,30.15,0.013
"Honolulu, City and County of",Hawaii,974554,13596,1395.1,170,17.44,0.013
Labette County,Kansas,19618,461,2349.9,6,30.58,0.013
Bracken County,Kentucky,8303,80,963.5,1,12.04,0.013
Madison County,Georgia,29880,844,2824.6,11,36.81,0.013
Holmes County,Florida,19617,976,4975.3,13,66.27,0.013
Porter County,Indiana,170391,4727,2774.2,63,36.97,0.013
Livingston County,Michigan,191998,2740,1427.1,36,18.75,0.013
Upshur County,West Virginia,24176,295,1220.2,4,16.55,0.014
Todd County,South Dakota,10177,573,5630.3,8,78.61,0.014
Indiana County,Pennsylvania,84074,1391,1654.5,19,22.6,0.014
Colbert County,Alabama,55240,2425,4389.9,33,59.74,0.014
Kenosha County,Wisconsin,169563,6831,4028.6,94,55.44,0.014
Cass County,Missouri,105780,2425,2292.5,33,31.2,0.014
Glacier County,Montana,13753,1120,8143.7,16,116.34,0.014
Claiborne County,Tennessee,31959,565,1767.9,8,25.03,0.014
Henry County,Missouri,21824,561,2570.6,8,36.66,0.014
Tarrant County,Texas,2102480,63825,3035.7,871,41.43,0.014
Musselshell County,Montana,4633,140,3021.8,2,43.17,0.014
Phillips County,Montana,3954,210,5311.1,3,75.87,0.014
Yamhill County,Oregon,107098,1103,1029.9,15,14.01,0.014
Grundy County,Iowa,12232,438,3580.8,6,49.05,0.014
Baker County,Florida,29210,1844,6312.9,26,89.01,0.014
Josephine County,Oregon,87485,295,337.2,4,4.57,0.014
Jefferson County,West Virginia,57148,690,1207.4,10,17.5,0.014
Aroostook County,Maine,67029,74,110.4,1,1.49,0.014
McPherson County,South Dakota,2379,72,3026.5,1,42.03,0.014
Cass County,Iowa,12836,558,4347.1,8,62.32,0.014
Jasper County,Missouri,121328,6039,4977.4,85,70.06,0.014
Pickens County,South Carolina,126885,4881,3846.8,68,53.59,0.014
Llano County,Texas,21795,219,1004.8,3,13.76,0.014
Putnam County,West Virginia,56449,1092,1934.5,15,26.57,0.014
McLennan County,Texas,256621,10784,4202.3,147,57.28,0.014
Midland County,Texas,176830,5843,3304.3,82,46.37,0.014
Skamania County,Washington,12082,73,604.2,1,8.28,0.014
Hickory County,Missouri,9544,282,2954.7,4,41.91,0.014
McHenry County,Illinois,307770,8532,2772.2,120,38.99,0.014
Dorchester County,Maryland,31929,848,2655.9,12,37.58,0.014
Buchanan County,Missouri,87364,3302,3779.6,45,51.51,0.014
Union County,Pennsylvania,44924,770,1714.0,11,24.49,0.014
Potter County,Pennsylvania,16525,70,423.6,1,6.05,0.014
Dallas County,Alabama,37196,1970,5296.3,27,72.59,0.014
Cedar County,Missouri,14349,281,1958.3,4,27.88,0.014
Wright County,Missouri,18289,644,3521.2,9,49.21,0.014
Montgomery County,Texas,607395,13602,2239.4,185,30.46,0.014
Audrain County,Missouri,25388,718,2828.1,10,39.39,0.014
Lafayette Parish,Louisiana,244390,9671,3957.2,140,57.29,0.014
Tyler County,Texas,21671,278,1282.8,4,18.46,0.014
Pickaway County,Ohio,58457,3367,5759.8,46,78.69,0.014
Scott County,Virginia,21566,512,2374.1,7,32.46,0.014
Mercer County,Kentucky,21933,431,1965.1,6,27.36,0.014
Lincoln County,New Mexico,19572,421,2151.0,6,30.66,0.014
Bingham County,Idaho,46811,1829,3907.2,25,53.41,0.014
Caribou County,Idaho,7155,346,4835.8,5,69.88,0.014
Nelson County,Virginia,14930,142,951.1,2,13.4,0.014
Santa Rosa County,Florida,184312,6175,3350.3,88,47.75,0.014
Madison County,New York,70944,627,883.8,9,12.69,0.014
Westmoreland County,Virginia,18015,365,2026.1,5,27.75,0.014
DeKalb County,Illinois,104897,3153,3005.8,43,40.99,0.014
Talladega County,Alabama,79978,2910,3638.5,40,50.01,0.014
Ward County,North Dakota,67641,4799,7094.8,69,102.01,0.014
Steele County,North Dakota,1890,71,3756.6,1,52.91,0.014
Osceola County,Florida,375755,14869,3957.1,211,56.15,0.014
Cumberland County,North Carolina,335507,7614,2269.4,103,30.7,0.014
Bond County,Illinois,16426,627,3817.1,9,54.79,0.014
Sumner County,Kansas,22835,422,1848.0,6,26.27,0.014
Warren County,North Carolina,19731,510,2584.8,7,35.48,0.014
Christian County,Kentucky,70462,2145,3044.2,31,44.0,0.014
McPherson County,Kansas,28543,592,2074.1,8,28.03,0.014
Wise County,Virginia,37384,787,2105.2,11,29.42,0.014
Richland County,Ohio,121150,1841,1519.6,26,21.46,0.014
Cherokee County,Georgia,258774,7587,2931.9,104,40.19,0.014
Lafayette County,Arkansas,6624,218,3291.1,3,45.29,0.014
Sonoma County,California,494332,10116,2046.4,146,29.53,0.014
Fentress County,Tennessee,18523,995,5371.7,14,75.58,0.014
Klickitat County,Washington,22425,219,976.6,3,13.38,0.014
Shasta County,California,180082,2452,1361.6,34,18.88,0.014
Pawnee County,Oklahoma,16376,370,2259.4,5,30.53,0.014
San Mateo County,California,766562,11710,1527.6,162,21.13,0.014
Kitsap County,Washington,271487,1671,615.5,23,8.47,0.014
Nowata County,Oklahoma,10076,296,2937.7,4,39.7,0.014
Franklin County,Washington,95222,5060,5313.9,69,72.46,0.014
Kiowa County,Oklahoma,8708,213,2446.0,3,34.45,0.014
Madera County,California,157325,5249,3336.4,76,48.31,0.014
Jackson County,Oklahoma,24530,1258,5128.4,17,69.3,0.014
Atkinson County,Georgia,8165,491,6013.5,7,85.73,0.014
Washington County,Nebraska,20729,656,3164.6,9,43.42,0.014
Fresno County,California,999096,32056,3208.5,454,45.44,0.014
"Richmond, City of",Virginia,230438,5625,2441.0,78,33.85,0.014
Cowley County,Kansas,34908,711,2036.8,10,28.65,0.014
Perry County,Kentucky,25758,632,2453.6,9,34.94,0.014
Washoe County,Nevada,471522,14819,3142.8,204,43.26,0.014
Adair County,Oklahoma,22194,934,4208.3,13,58.57,0.014
Travis County,Texas,1273944,32748,2570.6,454,35.64,0.014
Long County,Georgia,19559,288,1472.5,4,20.45,0.014
Buchanan County,Virginia,21004,284,1352.1,4,19.04,0.014
Baxter County,Arkansas,41933,880,2098.6,12,28.62,0.014
Grand Traverse County,Michigan,93088,971,1043.1,14,15.04,0.014
Sullivan County,Tennessee,158347,4409,2784.4,61,38.52,0.014
Benton County,Arkansas,279144,9226,3305.1,129,46.21,0.014
DeKalb County,Indiana,43475,1054,2424.4,15,34.5,0.014
Gwinnett County,Georgia,936259,31933,3410.7,458,48.92,0.014
Anderson County,Texas,57735,3008,5210.0,41,71.01,0.014
Elkhart County,Indiana,206339,11542,5593.7,167,80.93,0.014
Concho County,Texas,2726,145,5319.1,2,73.37,0.014
Johnson County,Wyoming,8445,144,1705.2,2,23.68,0.014
Jackson County,Tennessee,11786,511,4335.7,7,59.39,0.014
Hubbard County,Minnesota,21491,581,2703.5,8,37.23,0.014
Evans County,Georgia,10654,492,4618.0,7,65.7,0.014
Montgomery County,Tennessee,208989,4664,2231.7,63,30.15,0.014
Henry County,Tennessee,32345,955,2952.5,13,40.19,0.014
Crow Wing County,Minnesota,65056,1629,2504.0,22,33.82,0.014
Accomack County,Virginia,32316,1237,3827.8,19,58.79,0.015
Adams County,Colorado,517427,17503,3382.7,270,52.18,0.015
Stillwater County,Montana,9642,268,2779.5,4,41.49,0.015
Sabine Parish,Louisiana,23884,1053,4408.8,16,66.99,0.015
Effingham County,Georgia,64296,1902,2958.2,29,45.1,0.015
Lenawee County,Michigan,98452,1367,1388.5,21,21.33,0.015
White County,Illinois,13537,333,2459.9,5,36.94,0.015
St. Clair County,Alabama,89511,3417,3817.4,52,58.09,0.015
Wagoner County,Oklahoma,81290,2069,2545.2,31,38.13,0.015
Marshall County,Iowa,39369,2439,6195.2,37,93.98,0.015
Clay County,Minnesota,64222,3014,4693.1,46,71.63,0.015
Dixon County,Nebraska,5636,205,3637.3,3,53.23,0.015
Pittsburg County,Oklahoma,43654,1384,3170.4,21,48.11,0.015
Warren County,Illinois,16844,653,3876.8,10,59.37,0.015
Daviess County,Kentucky,101509,2274,2240.2,33,32.51,0.015
Andrews County,Texas,18705,741,3961.5,11,58.81,0.015
San Diego County,California,3338378,59116,1770.8,907,27.17,0.015
Montcalm County,Michigan,63886,936,1465.1,14,21.91,0.015
Washington County,Iowa,21965,820,3733.2,12,54.63,0.015
Winneshiek County,Iowa,19991,587,2936.3,9,45.02,0.015
Bailey County,Texas,7000,334,4771.4,5,71.43,0.015
Bedford County,Pennsylvania,47890,581,1213.2,9,18.79,0.015
Boulder County,Colorado,326192,6593,2021.2,96,29.43,0.015
Butler County,Pennsylvania,187846,2102,1119.0,31,16.5,0.015
Winnebago County,Illinois,282572,13015,4605.9,195,69.01,0.015
Obion County,Tennessee,30069,1953,6495.1,29,96.45,0.015
Berkeley County,South Carolina,227905,6385,2801.6,96,42.12,0.015
Beaufort County,South Carolina,192121,6330,3294.8,93,48.41,0.015
Putnam County,Missouri,4696,67,1426.7,1,21.29,0.015
Mingo County,West Virginia,23424,720,3073.8,11,46.96,0.015
Ripley County,Missouri,13288,331,2491.0,5,37.63,0.015
Nolan County,Texas,14714,472,3207.8,7,47.57,0.015
Robertson County,Tennessee,71813,2790,3885.1,43,59.88,0.015
Drew County,Arkansas,18219,465,2552.3,7,38.42,0.015
Banks County,Georgia,19234,591,3072.7,9,46.79,0.015
Ochiltree County,Texas,9836,341,3466.9,5,50.83,0.015
Stone County,Missouri,31952,841,2632.1,13,40.69,0.015
Anoka County,Minnesota,356920,11561,3239.1,169,47.35,0.015
Black Hawk County,Iowa,131228,7148,5447.0,107,81.54,0.015
Shelby County,Tennessee,937172,38932,4154.2,582,62.1,0.015
Smith County,Tennessee,20157,1075,5333.1,16,79.38,0.015
Lewis County,West Virginia,15907,135,848.7,2,12.57,0.015
Jefferson County,Pennsylvania,43423,271,624.1,4,9.21,0.015
Madison County,North Carolina,21755,323,1484.7,5,22.98,0.015
Jefferson County,Alabama,658568,25370,3852.3,391,59.37,0.015
Stoddard County,Missouri,29025,1027,3538.3,15,51.68,0.015
Rock County,Nebraska,1357,67,4937.4,1,73.69,0.015
Grant County,Oklahoma,4333,130,3000.2,2,46.16,0.015
Bell County,Texas,362919,6853,1888.3,103,28.38,0.015
Madison County,Ohio,44732,1184,2646.9,18,40.24,0.015
Prince William County,Virginia,470332,15013,3192.0,224,47.63,0.015
Powhatan County,Virginia,29651,324,1092.7,5,16.86,0.015
Washington County,Idaho,10194,524,5140.3,8,78.48,0.015
Dade County,Georgia,16116,402,2494.4,6,37.23,0.015
Van Buren County,Michigan,75675,1446,1910.8,21,27.75,0.015
Jackson County,Ohio,32413,601,1854.2,9,27.77,0.015
Gulf County,Florida,13639,979,7177.9,15,109.98,0.015
Washington County,Alabama,16326,801,4906.3,12,73.5,0.015
Montgomery County,Ohio,531694,13278,2497.3,193,36.3,0.015
Livingston County,New York,62910,393,624.7,6,9.54,0.015
Cumberland County,Illinois,10766,398,3696.8,6,55.73,0.015
Kenton County,Kentucky,166999,3350,2006.0,51,30.54,0.015
Jessamine County,Kentucky,54116,1128,2084.4,17,31.41,0.015
Jefferson County,Kentucky,766747,25650,3345.3,387,50.47,0.015
Renville County,North Dakota,2327,137,5887.4,2,85.95,0.015
Ransom County,North Dakota,5218,270,5174.4,4,76.66,0.015
Columbia County,Georgia,156715,4593,2930.8,68,43.39,0.015
McLean County,North Dakota,9450,737,7798.9,11,116.4,0.015
Windsor County,Vermont,55065,131,237.9,2,3.63,0.015
Floyd County,Georgia,98498,4282,4347.3,64,64.98,0.015
Albemarle County,Virginia,109331,1645,1504.6,24,21.95,0.015
Rockingham County,Virginia,81947,1862,2272.2,27,32.95,0.015
Franklin County,Kentucky,50992,964,1890.5,14,27.46,0.015
Wise County,Texas,69982,1033,1476.1,16,22.86,0.015
"Roanoke, City of",Virginia,99142,3176,3203.5,47,47.41,0.015
Charlton County,Georgia,13392,654,4883.5,10,74.67,0.015
Shelby County,Kentucky,49024,1628,3320.8,25,51.0,0.015
Webster County,Nebraska,3487,133,3814.2,2,57.36,0.015
Nicholas County,West Virginia,24496,204,832.8,3,12.25,0.015
Brazoria County,Texas,374269,12806,3421.6,188,50.23,0.015
Duval County,Florida,957761,36438,3804.5,534,55.76,0.015
Beckham County,Oklahoma,21859,994,4547.3,15,68.62,0.015
Gallatin County,Illinois,4828,132,2734.1,2,41.43,0.015
"Norfolk, City of",Virginia,242738,5649,2327.2,85,35.02,0.015
"Hopewell, City of",Virginia,22529,538,2388.0,8,35.51,0.015
"Hampton, City of",Virginia,134510,2233,1660.1,33,24.53,0.015
"Chesapeake, City of",Virginia,244836,5168,2110.8,80,32.67,0.015
Monroe County,Alabama,20733,688,3318.4,10,48.23,0.015
Benewah County,Idaho,9298,199,2140.2,3,32.26,0.015
Cumberland County,Virginia,9932,130,1308.9,2,20.14,0.015
Cooke County,Texas,41257,596,1444.6,9,21.81,0.015
Eddy County,New Mexico,58461,1734,2966.1,26,44.47,0.015
Hidalgo County,New Mexico,4198,130,3096.7,2,47.64,0.015
"Newport News, City of",Virginia,179222,3357,1873.1,51,28.46,0.015
Mason County,Michigan,29144,336,1152.9,5,17.16,0.015
Perquimans County,North Carolina,13463,268,1990.6,4,29.71,0.015
Richland County,South Carolina,415759,18024,4335.2,278,66.87,0.015
Jay County,Indiana,20436,521,2549.4,8,39.15,0.015
Franklin County,Missouri,103968,3270,3145.2,50,48.09,0.015
York County,South Carolina,280981,7310,2601.6,111,39.5,0.015
Burnett County,Wisconsin,15414,401,2601.5,6,38.93,0.015
Day County,South Dakota,5424,195,3595.1,3,55.31,0.015
Franklin County,Alabama,31362,2232,7116.9,33,105.22,0.015
Moody County,South Dakota,6576,275,4181.9,4,60.83,0.015
Carter County,Missouri,5982,206,3443.7,3,50.15,0.015
Charlevoix County,Michigan,26143,275,1051.9,4,15.3,0.015
Jefferson County,Tennessee,54494,1689,3099.4,25,45.88,0.015
Coffee County,Tennessee,56520,2143,3791.6,32,56.62,0.015
Harrison County,Mississippi,208081,6051,2908.0,92,44.21,0.015
Greene County,Missouri,293086,10423,3556.3,153,52.2,0.015
Livingston County,Missouri,15227,610,4006.0,9,59.1,0.015
Hardin County,Tennessee,25652,1486,5792.9,23,89.66,0.015
Andrew County,Missouri,17712,518,2924.6,8,45.17,0.015
Kingsbury County,South Dakota,4939,253,5122.5,4,80.99,0.016
Lee County,Arkansas,8857,1117,12611.5,18,203.23,0.016
Weakley County,Tennessee,33328,1685,5055.8,27,81.01,0.016
Daviess County,Missouri,8278,252,3044.2,4,48.32,0.016
Walker County,Texas,72971,3938,5396.7,64,87.71,0.016
Dawes County,Nebraska,8589,311,3620.9,5,58.21,0.016
Dubois County,Indiana,42736,1802,4216.6,29,67.86,0.016
Clark County,Wisconsin,34774,1309,3764.3,21,60.39,0.016
Lumpkin County,Georgia,33610,1083,3222.3,17,50.58,0.016
Fayette County,Tennessee,41133,1835,4461.1,29,70.5,0.016
Clay County,Missouri,249939,3097,1239.1,51,20.4,0.016
Ripley County,Indiana,28324,673,2376.1,11,38.84,0.016
Harper County,Kansas,5436,191,3513.6,3,55.19,0.016
Tulare County,California,466191,18312,3928.0,297,63.71,0.016
Peoria County,Illinois,179176,5598,3124.3,91,50.79,0.016
Hot Spring County,Arkansas,33771,2379,7044.5,38,112.52,0.016
Taos County,New Mexico,32723,311,950.4,5,15.28,0.016
Elbert County,Georgia,19194,798,4157.5,13,67.73,0.016
Sweet Grass County,Montana,3737,129,3452.0,2,53.52,0.016
Polk County,Georgia,42613,1793,4207.6,28,65.71,0.016
Greene County,North Carolina,21069,1014,4812.8,16,75.94,0.016
St. Joseph County,Michigan,60964,1612,2644.2,25,41.01,0.016
Roberts County,South Dakota,10394,434,4175.5,7,67.35,0.016
Richland County,Montana,10803,376,3480.5,6,55.54,0.016
Terry County,Texas,12337,693,5617.2,11,89.16,0.016
Prince Edward County,Virginia,22802,790,3464.6,13,57.01,0.016
Bureau County,Illinois,32628,1184,3628.8,19,58.23,0.016
Chesterfield County,Virginia,352794,7481,2120.5,120,34.01,0.016
Ottawa County,Oklahoma,31127,1354,4349.9,21,67.47,0.016
Adams County,Nebraska,31363,1031,3287.3,16,51.02,0.016
Noble County,Ohio,14424,308,2135.3,5,34.66,0.016
Hitchcock County,Nebraska,2762,61,2208.5,1,36.2,0.016
Grant County,Kansas,7150,512,7160.8,8,111.89,0.016
Yukon-Koyukuk Census Area,Alaska,5230,125,2390.1,2,38.24,0.016
Preston County,West Virginia,33431,252,753.8,4,11.97,0.016
Cocke County,Tennessee,36004,1251,3474.6,20,55.55,0.016
Catoosa County,Georgia,67581,1577,2333.5,25,36.99,0.016
Scott County,Kentucky,57004,1268,2224.4,20,35.09,0.016
Jefferson County,Kansas,19043,366,1922.0,6,31.51,0.016
Greenup County,Kentucky,35098,754,2148.3,12,34.19,0.016
Oldham County,Kentucky,66800,1605,2402.7,26,38.92,0.016
Jasper County,Georgia,14219,252,1772.3,4,28.13,0.016
Hughes County,Oklahoma,13279,444,3343.6,7,52.71,0.016
Cumberland County,Tennessee,60520,1819,3005.6,29,47.92,0.016
Bastrop County,Texas,88724,2063,2325.2,33,37.19,0.016
Carroll County,Missouri,8679,257,2961.2,4,46.09,0.016
Decatur County,Tennessee,11663,706,6053.3,11,94.31,0.016
Carson County,Texas,5926,62,1046.2,1,16.87,0.016
Williamson County,Texas,590554,9815,1662.0,159,26.92,0.016
Merced County,California,277679,9982,3594.8,164,59.06,0.016
Jackson County,Illinois,56749,1780,3136.6,28,49.34,0.016
Washington County,Georgia,20374,862,4230.9,14,68.72,0.016
Alamance County,North Carolina,169508,5588,3296.6,90,53.09,0.016
Sheridan County,North Dakota,1315,63,4790.9,1,76.05,0.016
Mayes County,Oklahoma,41100,1076,2618.0,17,41.36,0.016
Sioux County,North Dakota,4230,308,7281.3,5,118.2,0.016
Lamoille County,Vermont,25362,63,248.4,1,3.94,0.016
San Bernardino County,California,2180096,67777,3108.9,1092,50.09,0.016
Strafford County,New Hampshire,130628,882,675.2,14,10.72,0.016
Grays Harbor County,Washington,75061,772,1028.5,12,15.99,0.016
Erath County,Texas,42699,1124,2632.4,18,42.16,0.016
Dyer County,Tennessee,37159,2505,6741.3,39,104.95,0.016
Bibb County,Alabama,22394,917,4094.8,15,66.98,0.016
Juab County,Utah,12017,306,2546.4,5,41.61,0.016
Lincoln County,Montana,19979,370,1851.9,6,30.03,0.016
Jackson County,Indiana,44231,1417,3203.6,23,52.0,0.016
Marion County,Tennessee,28907,881,3047.7,14,48.43,0.016
Greene County,Ohio,168940,3220,1906.0,50,29.6,0.016
Quitman County,Mississippi,6792,435,6404.6,7,103.06,0.016
Kit Carson County,Colorado,7097,184,2592.6,3,42.27,0.016
Clay County,Alabama,13235,806,6089.9,13,98.22,0.016
Lafayette County,Mississippi,54019,2693,4985.3,43,79.6,0.016
San Saba County,Texas,6055,252,4161.8,4,66.06,0.016
Pike County,Missouri,18302,492,2688.2,8,43.71,0.016
El Paso County,Colorado,720420,13304,1846.7,208,28.87,0.016
Lauderdale County,Alabama,92728,2874,3099.4,45,48.53,0.016
Ziebach County,South Dakota,2756,125,4535.6,2,72.57,0.016
Allendale County,South Carolina,8688,437,5029.9,7,80.57,0.016
Rockwall County,Texas,104917,2106,2007.3,34,32.41,0.016
Guernsey County,Ohio,38874,511,1314.5,8,20.58,0.016
Franklin County,Maine,30200,124,410.6,2,6.62,0.016
Moore County,Texas,20940,1406,6714.4,23,109.84,0.016
Milam County,Texas,24823,569,2292.2,9,36.26,0.016
Robeson County,North Carolina,130625,6436,4927.1,101,77.32,0.016
Charleston County,South Carolina,411411,17775,4320.5,284,69.03,0.016
Chenango County,New York,47208,449,951.1,7,14.83,0.016
Hoke County,North Carolina,55234,1642,2972.8,26,47.07,0.016
Miller County,Missouri,25619,1100,4293.7,18,70.26,0.016
Delaware County,Iowa,17011,970,5702.2,16,94.06,0.016
Tensas Parish,Louisiana,4334,188,4337.8,3,69.22,0.016
Swain County,North Carolina,14271,315,2207.3,5,35.04,0.016
Moniteau County,Missouri,16132,806,4996.3,13,80.59,0.016
Jefferson County,Florida,14246,700,4913.7,11,77.22,0.016
Macon County,Illinois,104010,4210,4047.7,69,66.34,0.016
Clinton County,Iowa,46429,1824,3928.6,30,64.62,0.016
Loudoun County,Virginia,413545,8225,1988.9,134,32.4,0.016
Addison County,Vermont,36773,129,350.8,2,5.44,0.016
Cleburne County,Alabama,14910,616,4131.5,10,67.07,0.016
Greensville County,Virginia,11336,911,8036.3,15,132.32,0.016
Erie County,Pennsylvania,269718,2493,924.3,40,14.83,0.016
Cerro Gordo County,Iowa,42450,1849,4355.7,29,68.32,0.016
Vigo County,Indiana,107039,3435,3209.1,56,52.32,0.016
Roane County,West Virginia,13687,117,854.8,2,14.61,0.017
Lonoke County,Arkansas,73309,2005,2735.0,34,46.38,0.017
Franklin County,Ohio,1316736,36812,2795.7,643,48.83,0.017
Stokes County,North Carolina,45590,780,1710.9,13,28.52,0.017
Fairfield County,Ohio,157572,3413,2166.0,59,37.44,0.017
Paulding County,Ohio,18672,357,1912.0,6,32.13,0.017
Washington County,Pennsylvania,206864,2399,1159.7,41,19.82,0.017
Cape Girardeau County,Missouri,78872,3219,4081.3,55,69.73,0.017
Kane County,Illinois,532404,21195,3981.0,360,67.62,0.017
Kay County,Oklahoma,43538,1015,2331.3,17,39.05,0.017
Mendocino County,California,86752,1216,1401.7,21,24.21,0.017
Mercer County,Illinois,15437,419,2714.3,7,45.35,0.017
Wayne County,Indiana,65884,2330,3536.5,40,60.71,0.017
Muhlenberg County,Kentucky,30622,1030,3363.6,18,58.78,0.017
Brown County,Indiana,15091,179,1186.1,3,19.88,0.017
Collier County,Florida,384906,15091,3920.7,259,67.29,0.017
Clinton County,Illinois,37562,2100,5590.8,35,93.18,0.017
Randolph County,North Carolina,143669,4172,2903.9,69,48.03,0.017
King George County,Virginia,26837,298,1110.4,5,18.63,0.017
Seneca County,Ohio,55177,875,1585.8,15,27.19,0.017
Butte County,California,219183,3229,1473.2,54,24.64,0.017
Ohio County,Kentucky,23994,660,2750.7,11,45.84,0.017
"Alexandria, City of",Virginia,159426,4444,2787.5,76,47.67,0.017
Jo Daviess County,Illinois,21235,649,3056.3,11,51.8,0.017
Lake of the Woods County,Minnesota,3740,58,1550.8,1,26.74,0.017
Pemiscot County,Missouri,15805,825,5219.9,14,88.58,0.017
Scotland County,North Carolina,34823,1717,4930.6,30,86.15,0.017
Anson County,North Carolina,24446,766,3133.4,13,53.18,0.017
Iron County,Wisconsin,5687,294,5169.7,5,87.92,0.017
Kaufman County,Texas,136153,3760,2761.6,64,47.01,0.017
Marshall County,Indiana,46258,1872,4046.9,32,69.18,0.017
Russell County,Kentucky,17923,415,2315.5,7,39.06,0.017
Humboldt County,California,135559,605,446.3,10,7.38,0.017
Bladen County,North Carolina,32722,1134,3465.6,19,58.07,0.017
Aiken County,South Carolina,170872,5330,3119.3,90,52.67,0.017
Gonzales County,Texas,20837,1146,5499.8,20,95.98,0.017
Bernalillo County,New Mexico,679111,13170,1939.3,227,33.43,0.017
Richland County,Wisconsin,17252,592,3431.5,10,57.96,0.017
Harris County,Texas,4713271,165252,3506.1,2854,60.55,0.017
Grant County,Wisconsin,51439,2420,4704.6,41,79.71,0.017
Jackson County,Georgia,72976,2580,3535.4,43,58.92,0.017
Ellis County,Texas,184829,5229,2829.1,87,47.07,0.017
Roosevelt County,New Mexico,18500,579,3129.7,10,54.05,0.017
Carroll County,Arkansas,28380,1087,3830.2,19,66.95,0.017
Dade County,Missouri,7561,181,2393.9,3,39.68,0.017
Aitkin County,Minnesota,15886,289,1819.2,5,31.47,0.017
Schoharie County,New York,31000,120,387.1,2,6.45,0.017
Baker County,Oregon,16125,176,1091.5,3,18.61,0.017
Linn County,Iowa,226705,7839,3457.8,137,60.43,0.017
Hillsborough County,Florida,1471986,50127,3405.4,830,56.39,0.017
Tehama County,California,65083,1008,1548.8,17,26.12,0.017
Escambia County,Alabama,36633,1817,4960.0,31,84.62,0.017
Jefferson County,Oregon,24658,629,2550.9,11,44.61,0.017
Covington County,Alabama,37049,1934,5220.1,32,86.37,0.017
Mercer County,Ohio,41172,1995,4845.5,33,80.15,0.017
Hall County,Georgia,204442,11102,5430.4,184,90.0,0.017
Gates County,North Carolina,11562,172,1487.6,3,25.95,0.017
Traill County,North Dakota,8036,463,5761.6,8,99.55,0.017
Clinton County,New York,80485,292,362.8,5,6.21,0.017
Toole County,Montana,4736,463,9776.2,8,168.92,0.017
Sanders County,Montana,12113,120,990.7,2,16.51,0.017
Multnomah County,Oregon,812832,10705,1317.0,179,22.02,0.017
Guilford County,North Carolina,537168,12617,2348.8,214,39.84,0.017
Hill County,Texas,36649,924,2521.2,16,43.66,0.017
Buffalo County,South Dakota,1962,298,15188.6,5,254.84,0.017
Davis County,Iowa,9000,238,2644.4,4,44.44,0.017
Kingman County,Kansas,7152,179,2502.8,3,41.95,0.017
Hardeman County,Tennessee,25050,2016,8047.9,35,139.72,0.017
Wayne County,West Virginia,39402,662,1680.1,11,27.92,0.017
St. Joseph County,Indiana,271828,11547,4247.9,194,71.37,0.017
Waupaca County,Wisconsin,50990,3149,6175.7,55,107.86,0.017
Itasca County,Minnesota,45130,992,2198.1,17,37.67,0.017
Plymouth County,Iowa,25177,1986,7888.2,33,131.07,0.017
Marion County,Kentucky,19273,592,3071.7,10,51.89,0.017
Lamar County,Mississippi,63344,2492,3934.1,42,66.31,0.017
Schuyler County,New York,17807,172,965.9,3,16.85,0.017
Ringgold County,Iowa,4894,115,2349.8,2,40.87,0.017
Monroe County,Michigan,150498,2555,1697.7,44,29.24,0.017
