fips,biden,trump,other
49025,0.259,0.717,0.024
49027,0.103,0.876,0.021
49029,0.17,0.793,0.038
49031,0.099,0.888,0.014
49033,0.132,0.849,0.019
49035,0.536,0.425,0.039
49037,0.451,0.516,0.033
49039,0.142,0.828,0.03
49041,0.105,0.874,0.022
49043,0.588,0.39,0.022
49045,0.284,0.667,0.049
49047,0.109,0.867,0.024
49049,0.268,0.678,0.054
49051,0.354,0.612,0.034
49053,0.227,0.744,0.029
49055,0.225,0.758,0.017
49057,0.366,0.591,0.043
50001,0.684,0.287,0.029
50003,0.623,0.349,0.027
50005,0.56,0.407,0.033
50007,0.762,0.214,0.024
50009,0.43,0.542,0.028
50011,0.53,0.439,0.031
50013,0.603,0.376,0.021
50015,0.69,0.281,0.03
50017,0.605,0.363,0.032
50019,0.51,0.464,0.026
50021,0.539,0.434,0.027
50023,0.718,0.254,0.028
50025,0.724,0.249,0.027
50027,0.683,0.291,0.026
51001,0.447,0.541,0.011
51003,0.661,0.324,0.016
51005,0.274,0.715,0.011
51007,0.306,0.684,0.01
51009,0.334,0.651,0.015
51011,0.262,0.725,0.013
51013,0.813,0.172,0.014
51015,0.257,0.729,0.014
51017,0.259,0.735,0.006
51019,0.251,0.734,0.015
51021,0.153,0.835,0.011
51023,0.271,0.717,0.013
51025,0.573,0.423,0.004
51027,0.16,0.836,0.004
51029,0.428,0.56,0.011
51031,0.271,0.713,0.016
51033,0.471,0.513,0.016
51035,0.182,0.81,0.008
51036,0.591,0.397,0.012
51037,0.375,0.617,0.008
51041,0.526,0.459,0.014
51043,0.422,0.559,0.019
51045,0.186,0.802,0.013
51047,0.393,0.592,0.015
51049,0.42,0.57,0.01
51051,0.206,0.788,0.006
51053,0.413,0.577,0.01
51057,0.492,0.498,0.009
51059,0.704,0.282,0.013
51061,0.404,0.578,0.018
51063,0.32,0.664,0.016
51065,0.469,0.516,0.014
51067,0.283,0.705,0.012
51069,0.354,0.629,0.016
51071,0.235,0.751,0.014
51073,0.313,0.669,0.018
51075,0.396,0.59,0.014
51077,0.189,0.804,0.007
51079,0.369,0.609,0.021
51081,0.576,0.419,0.005
51083,0.421,0.572,0.008
51085,0.358,0.627,0.016
51087,0.639,0.348,0.013
51089,0.35,0.641,0.009
51091,0.272,0.713,0.014
51093,0.401,0.585,0.014
51095,0.517,0.469,0.014
51097,0.387,0.597,0.016
51099,0.381,0.596,0.022
51101,0.304,0.683,0.013
51103,0.472,0.518,0.01
51105,0.15,0.842,0.008
51107,0.619,0.367,0.014
51109,0.378,0.608,0.014
51111,0.403,0.59,0.007
51113,0.333,0.654,0.013
51115,0.314,0.671,0.015
51117,0.42,0.573,0.007
51119,0.368,0.62,0.011
51121,0.518,0.461,0.021
51125,0.462,0.514,0.025
51127,0.32,0.668,0.012
51131,0.545,0.44,0.015
51133,0.417,0.576,0.007
51135,0.42,0.57,0.01
51137,0.386,0.601,0.013
51139,0.241,0.748,0.011
51141,0.205,0.786,0.009
51143,0.296,0.695,0.008
51145,0.27,0.714,0.016
51147,0.521,0.465,0.014
51149,0.408,0.581,0.011
51153,0.628,0.357,0.014
51155,0.284,0.7,0.016
51157,0.422,0.566,0.011
51159,0.37,0.623,0.008
51161,0.383,0.601,0.016
51163,0.331,0.655,0.013
51165,0.29,0.695,0.015
51167,0.178,0.814,0.009
51169,0.156,0.836,0.008
51171,0.289,0.696,0.015
51173,0.213,0.777,0.009
51175,0.406,0.586,0.009
51177,0.457,0.525,0.017
51179,0.508,0.475,0.017
51181,0.537,0.454,0.009
51183,0.556,0.437,0.007
51185,0.16,0.833,0.008
51187,0.314,0.669,0.017
51191,0.231,0.758,0.011
51193,0.454,0.537,0.009
51195,0.188,0.806,0.007
51197,0.209,0.78,0.011
51199,0.458,0.524,0.018
51510,0.81,0.178,0.013
51520,0.297,0.687,0.016
51530,0.299,0.675,0.026
51540,0.859,0.128,0.013
51550,0.524,0.459,0.017
51570,0.326,0.659,0.015
51580,0.372,0.609,0.019
51590,0.606,0.384,0.01
51595,0.678,0.317,0.005
51600,0.685,0.299,0.015
51610,0.817,0.17,0.013
51620,0.624,0.367,0.009
51630,0.666,0.316,0.019
51640,0.295,0.698,0.007
51650,0.704,0.281,0.015
51660,0.649,0.329,0.021
51670,0.565,0.418,0.017
51678,0.653,0.33,0.018
51680,0.501,0.475,0.024
51683,0.613,0.37,0.017
51685,0.658,0.326,0.017
51690,0.627,0.361,0.012
51700,0.656,0.326,0.018
51710,0.72,0.262,0.018
51720,0.291,0.696,0.013
51730,0.88,0.113,0.008
51735,0.263,0.717,0.021
51740,0.697,0.287,0.016
51750,0.534,0.443,0.023
51760,0.834,0.15,0.015
51770,0.62,0.362,0.018
51775,0.395,0.589,0.017
51790,0.54,0.441,0.019
51800,0.58,0.406,0.015
51810,0.518,0.464,0.019
51820,0.465,0.516,0.02
51830,0.7,0.287,0.013
51840,0.549,0.434,0.018
53001,0.309,0.671,0.02
53003,0.359,0.615,0.026
53005,0.377,0.591,0.031
53007,0.448,0.53,0.021
53009,0.504,0.471,0.025
53011,0.513,0.462,0.025
53013,0.269,0.707,0.024
53015,0.399,0.574,0.027
53017,0.369,0.612,0.02
53019,0.341,0.637,0.021
53021,0.413,0.561,0.026
53023,0.246,0.722,0.031
53025,0.314,0.662,0.024
53027,0.455,0.519,0.026
53029,0.546,0.424,0.029
53031,0.698,0.281,0.021
53033,0.755,0.224,0.021
53035,0.573,0.391,0.037
53037,0.433,0.542,0.025
53039,0.442,0.537,0.021
53041,0.322,0.653,0.026
53043,0.245,0.736,0.019
53045,0.466,0.504,0.03
53047,0.42,0.56,0.019
53049,0.485,0.496,0.019
53051,0.306,0.672,0.023
53053,0.542,0.429,0.029
53055,0.745,0.232,0.023
53057,0.525,0.449,0.026
53059,0.439,0.535,0.026
53061,0.59,0.382,0.029
53063,0.463,0.506,0.03
53065,0.28,0.699,0.021
53067,0.579,0.391,0.03
53069,0.393,0.585,0.022
53071,0.449,0.523,0.029
53073,0.608,0.367,0.025
53075,0.532,0.435,0.033
53077,0.451,0.528,0.021
54001,0.218,0.766,0.016
54003,0.334,0.646,0.021
54005,0.227,0.756,0.017
54007,0.257,0.727,0.015
54009,0.277,0.708,0.015
54011,0.401,0.581,0.017
54013,0.191,0.796,0.013
54015,0.191,0.796,0.013
54017,0.14,0.845,0.015
54019,0.3,0.687,0.013
54021,0.225,0.756,0.019
54023,0.11,0.884,0.006
54025,0.294,0.689,0.017
54027,0.192,0.797,0.011
54029,0.275,0.711,0.015
54031,0.218,0.768,0.014
54033,0.303,0.679,0.019
54035,0.237,0.747,0.015
54037,0.438,0.543,0.02
54039,0.418,0.564,0.018
54041,0.206,0.775,0.018
54043,0.219,0.768,0.014
54045,0.179,0.809,0.012
54047,0.204,0.789,0.007
54049,0.345,0.632,0.023
54051,0.245,0.741,0.014
54053,0.226,0.758,0.017
54055,0.221,0.765,0.014
54057,0.207,0.78,0.013
54059,0.139,0.853,0.008
54061,0.482,0.495,0.023
54063,0.207,0.781,0.012
54065,0.23,0.752,0.018
54067,0.209,0.779,0.012
54069,0.363,0.621,0.016
54071,0.224,0.76,0.016
54073,0.2,0.785,0.014
54075,0.261,0.722,0.017
54077,0.217,0.768,0.015
54079,0.276,0.703,0.021
54081,0.241,0.745,0.014
54083,0.276,0.711,0.014
54085,0.137,0.852,0.011
54087,0.253,0.731,0.017
54089,0.259,0.73,0.011
54091,0.243,0.742,0.015
54093,0.244,0.739,0.017
54095,0.161,0.823,0.017
54097,0.221,0.76,0.019
54099,0.241,0.743,0.016
54101,0.179,0.811,0.01
54103,0.231,0.749,0.02
54105,0.176,0.804,0.02
54107,0.282,0.702,0.016
54109,0.135,0.856,0.01
55001,0.367,0.624,0.01
55003,0.55,0.44,0.011
55005,0.363,0.624,0.013
55007,0.566,0.425,0.01
55009,0.456,0.528,0.016
55011,0.366,0.619,0.014
55013,0.352,0.637,0.011
55015,0.394,0.59,0.016
55017,0.389,0.594,0.017
55019,0.304,0.673,0.023
55021,0.485,0.5,0.015
55023,0.455,0.531,0.014
55025,0.757,0.229,0.014
55027,0.338,0.648,0.015
55029,0.5,0.486,0.014
55031,0.537,0.444,0.019
55033,0.421,0.56,0.019
55035,0.544,0.436,0.019
55037,0.266,0.725,0.009
55039,0.36,0.625,0.015
55041,0.341,0.651,0.008
55043,0.43,0.553,0.016
55045,0.508,0.476,0.016
55047,0.314,0.673,0.013
55049,0.56,0.423,0.017
55051,0.383,0.609,0.008
55053,0.418,0.569,0.013
55055,0.416,0.569,0.016
55057,0.347,0.639,0.014
55059,0.477,0.508,0.015
55061,0.33,0.657,0.014
55063,0.559,0.424,0.017
55065,0.427,0.564,0.01
55067,0.332,0.657,0.011
55069,0.38,0.607,0.013
55071,0.376,0.608,0.016
55073,0.402,0.583,0.015
55075,0.321,0.666,0.013
55077,0.358,0.632,0.01
55078,0.82,0.175,0.006
55079,0.694,0.294,0.013
55081,0.374,0.61,0.016
55083,0.289,0.699,0.012
55085,0.419,0.567,0.014
55087,0.441,0.541,0.018
55089,0.433,0.554,0.013
55091,0.36,0.624,0.016
55093,0.421,0.551,0.028
55095,0.355,0.63,0.014
55097,0.504,0.476,0.019
55099,0.355,0.631,0.014
55101,0.473,0.513,0.014
55103,0.444,0.541,0.015
55105,0.548,0.436,0.016
55107,0.319,0.667,0.013
55109,0.41,0.569,0.02
55111,0.5,0.484,0.016
55113,0.429,0.563,0.008
55115,0.315,0.671,0.014
55117,0.412,0.571,0.017
55119,0.252,0.717,0.031
55121,0.409,0.575,0.015
55123,0.469,0.516,0.015
55125,0.385,0.604,0.011
55127,0.397,0.589,0.014
55129,0.373,0.612,0.015
55131,0.303,0.684,0.013
55133,0.389,0.598,0.014
55135,0.334,0.651,0.015
55137,0.323,0.665,0.012
55139,0.47,0.51,0.021
55141,0.397,0.59,0.013
56001,0.465,0.493,0.042
56003,0.841,0.138,0.021
56005,0.872,0.099,0.028999999999999998
56007,0.7559999999999999,0.215,0.028999999999999998
56009,0.852,0.124,0.024
56011,0.889,0.092,0.018000000000000002
56013,0.667,0.306,0.026000000000000002
56015,0.785,0.19399999999999998,0.021
56017,0.779,0.188,0.033
56019,0.7929999999999999,0.183,0.023
56021,0.625,0.341,0.035
56023,0.8320000000000001,0.145,0.023
56025,0.722,0.244,0.034
56027,0.857,0.11900000000000001,0.025
56029,0.772,0.205,0.023
56031,0.795,0.182,0.023
56033,0.725,0.247,0.027999999999999997
56035,0.8,0.17800000000000002,0.022000000000000002
56037,0.74,0.231,0.027999999999999997
56039,0.299,0.6779999999999999,0.024
56041,0.8029999999999999,0.17,0.027000000000000003
56043,0.813,0.163,0.024
56045,0.879,0.102,0.019
